#{"t_start": 1742142969.09645, "env_id": "None"}
r,l,t
30.0,4,48.742479
30.0,2,48.74654
5.0,1,48.749421
48.333333,5,48.75767
35.0,3,48.763173
25.0,3,48.768372
30.0,2,48.772238
30.0,2,48.776491
35.0,3,48.782081
5.0,1,48.785579
35.0,3,48.790899
30.0,2,48.79513
35.0,3,48.800524
-5.0,7,48.810356
-15.0,9,48.82346
5.0,1,48.826754
5.0,1,48.829714
35.0,3,48.83528
30.0,2,48.839658
-15.0,9,48.853566
30.0,2,48.857938
30.0,4,48.864727
5.0,1,48.867812
5.0,1,48.871195
0.0,6,48.880144
0.0,6,48.889408
-30.0,12,48.906146
5.0,1,48.909441
27.5,9,48.921388
35.0,3,48.927617
0.0,6,48.936558
35.0,3,48.941931
30.0,2,48.946285
0.0,6,48.955878
5.0,1,48.958993
5.0,1,48.962425
0.0,6,48.971122
32.5,8,48.982883
5.0,1,48.985961
30.0,2,48.990266
5.0,1,48.99371
30.0,2,48.99763
5.0,1,49.001099
30.0,4,49.007908
35.0,3,49.013713
30.0,2,49.018158
30.0,2,49.022305
30.0,2,49.026527
30.0,2,49.030701
-15.0,9,49.043406
30.0,2,49.047639
35.0,3,49.053252
35.0,3,49.05876
-15.0,9,49.071066
30.0,2,49.075485
-15.0,9,49.087449
0.0,6,49.096786
0.0,6,49.105523
0.0,6,49.115109
5.0,1,49.118859
5.0,1,49.121836
0.0,6,49.131364
30.0,2,49.135361
0.0,6,49.144594
30.0,2,49.148636
-15.0,9,49.161523
35.0,3,49.16682
5.0,1,49.170149
-5.0,7,49.180272
35.0,3,49.185588
0.0,6,49.194829
30.0,2,49.199027
30.0,2,49.202982
5.0,1,49.206102
0.0,6,49.214951
-15.0,9,49.227407
35.0,3,49.232975
-15.0,9,49.245539
5.0,1,49.248371
30.0,2,49.252433
30.0,2,49.256605
30.0,2,49.260942
5.0,1,49.264011
5.0,1,49.267216
5.0,1,49.270136
-15.0,9,49.282316
30.0,2,49.286429
5.0,1,49.289619
30.0,2,49.293809
35.0,3,49.29941
-5.0,7,49.30905
30.0,2,49.314328
0.0,6,49.326121
35.0,3,49.33161
0.0,6,49.341937
5.0,1,49.345072
30.0,2,49.349642
-15.0,9,49.363523
-15.0,9,49.378239
30.0,2,49.382744
-75.0,21,49.410187
-15.0,9,49.423905
0.0,6,49.433747
35.0,3,49.439645
-65.0,19,49.464008
5.0,1,49.467017
35.0,3,49.473607
0.0,6,49.482586
35.0,3,49.489053
35.0,3,49.494471
0.0,6,49.503865
-5.0,11,49.519786
0.0,6,49.529717
30.0,2,49.533937
35.0,3,49.540308
35.0,3,49.546692
5.0,1,49.549703
35.0,3,49.555191
30.0,2,49.559297
35.0,3,49.565156
30.0,4,49.571737
30.0,2,49.576
0.0,6,49.586574
0.0,6,49.595351
30.0,2,49.599648
35.0,3,49.606116
5.0,1,49.609069
0.0,6,49.618809
5.0,1,49.622373
30.0,2,49.627018
-15.0,9,49.640207
5.0,1,49.643514
0.0,6,49.65388
0.0,6,49.662951
35.0,3,49.669098
0.0,6,49.677806
35.0,3,49.684253
5.0,1,49.687314
-5.0,7,49.697823
35.0,3,49.703608
35.0,3,49.709938
-15.0,9,49.721992
5.0,1,49.724868
5.0,1,49.728416
-3.333333,15,57.215061
5.0,1,57.219149
0.0,6,57.22809
30.0,2,57.232303
43.333333,6,57.241309
-45.0,15,57.259517
-30.0,12,57.275692
35.0,3,57.281184
-30.0,12,57.29739
5.0,1,57.300675
5.0,1,57.303819
