#{"t_start": 1742148783.523521, "env_id": "None"}
r,l,t
35.0,3,11.634274
30.0,4,11.641694
-5.0,7,11.651762
5.0,1,11.654692
-45.0,15,11.674619
-45.0,15,11.693822
-15.0,9,11.706767
0.0,6,11.715594
0.0,6,11.724599
-45.0,15,11.742138
35.0,3,19.508112
-20.0,14,19.552041
0.0,6,19.566459
35.0,3,19.574398
-20.0,10,19.592439
35.0,3,19.601852
30.0,2,19.609928
35.0,3,19.618039
0.0,6,19.628247
0.0,6,19.638751
0.0,6,19.647918
30.0,2,19.653226
-20.0,10,19.667979
35.0,3,19.674047
27.5,9,19.687874
35.0,3,19.694252
-15.0,9,19.707705
-15.0,9,19.721452
30.0,2,19.72586
35.0,3,19.732036
35.0,3,19.737636
5.0,1,19.740621
30.0,2,19.744948
-30.0,12,19.761843
30.0,2,19.766277
-15.0,9,19.779629
-30.0,12,19.795851
35.0,3,19.801366
30.0,2,19.805658
0.0,6,19.814893
5.0,1,19.818181
0.0,6,19.828161
30.0,2,19.837393
-15.0,9,19.855071
35.0,3,19.863614
0.0,6,19.876408
30.0,2,19.883232
-60.0,18,19.917994
35.0,3,19.92871
-45.0,15,19.956077
30.0,2,19.960944
35.0,3,19.967523
5.0,1,19.97096
0.0,6,19.981185
5.0,1,19.987427
-10.0,12,20.006055
-30.0,12,20.025209
-35.0,13,20.045732
30.0,2,20.054236
53.333333,4,20.06392
-5.0,7,20.076845
-15.0,9,20.09258
-30.0,12,20.111337
-5.0,7,20.123356
5.0,1,20.127443
30.0,2,20.132577
35.0,3,20.139361
0.0,6,20.158652
-70.0,24,20.306006
30.0,2,20.313237
5.0,1,20.319037
5.0,1,20.325206
0.0,6,20.346409
-15.0,9,20.407678
5.0,1,20.446626
0.0,6,20.492948
5.0,1,20.499604
30.0,2,20.504996
-50.0,20,20.566543
35.0,3,20.586481
30.0,2,20.59942
5.0,1,20.607872
-15.0,9,20.64843
-15.0,9,20.671795
35.0,3,20.682953
0.0,6,20.698514
35.0,3,20.706731
0.0,6,20.721481
0.0,6,20.734058
0.0,6,20.749666
5.0,1,20.754241
0.0,6,20.766856
-15.0,9,20.786186
-40.0,14,20.810522
-10.0,8,20.824966
-5.0,7,20.838032
-15.0,9,20.853165
-15.0,9,20.868335
-30.0,12,20.888098
0.0,6,20.900305
30.0,2,20.905105
5.0,1,20.908505
0.0,6,20.919094
-60.0,18,20.946396
25.0,3,20.953304
-20.0,14,20.974075
35.0,3,20.98041
5.0,1,20.984459
35.0,3,20.991787
5.0,1,20.995089
0.0,6,21.006082
5.0,1,21.009358
30.0,2,21.015195
35.0,3,21.021705
-15.0,9,21.038397
0.0,6,21.049119
0.0,6,21.07006
-64.0,27,21.107481
37.5,7,21.119633
-10.0,8,21.132401
30.0,2,21.137948
43.333333,6,21.148344
5.0,1,21.151586
30.0,2,21.156309
0.0,6,21.165913
0.0,6,21.175686
5.0,1,21.17913
0.0,6,21.189477
35.0,3,21.196073
0.0,6,21.206083
-20.0,10,21.221031
0.0,6,21.231194
-15.0,9,21.245032
30.0,2,21.250276
5.0,1,21.253397
-30.0,12,21.271273
5.0,1,21.279137
0.0,6,21.28947
30.0,2,21.294035
-30.0,12,21.313391
-15.0,9,21.327386
30.0,2,21.332119
5.0,1,21.335314
30.0,2,21.340214
-15.0,9,21.353955
35.0,3,21.360284
0.0,6,21.369821
35.0,3,21.375766
27.5,9,21.391159
30.0,2,21.395655
30.0,4,21.403236
5.0,1,21.406566
-15.0,9,21.42026
35.0,3,21.427136
30.0,2,21.432154
30.0,2,21.436516
30.0,2,21.441264
-15.0,9,21.455957
5.0,1,21.459298
30.0,2,21.463792
-30.0,12,21.481528
0.0,6,21.492628
35.0,3,21.498941
0.0,6,21.50974
-15.0,13,21.529394
5.0,1,21.533337
5.0,1,21.537474
35.0,3,21.543871
30.0,2,21.548464
0.0,6,21.558612
-105.0,27,21.599634
35.0,3,21.606888
-15.0,9,21.622291
-15.0,9,21.636486
30.0,2,21.641745
0.0,6,21.652219
0.0,6,21.662406
-13.571429,17,21.687949
0.0,6,21.699591
0.0,6,21.710665
5.0,1,21.716003
30.0,2,21.722572
35.0,3,21.72959
-15.0,9,21.7512
35.0,3,21.759724
-45.0,15,29.936962
-30.0,12,29.954525
35.0,3,29.959913
35.0,3,29.965706
0.0,6,29.974752
30.0,2,29.978746
30.0,2,29.983325
0.0,6,29.992348
5.0,1,29.995779
35.0,3,30.001651
35.0,3,30.007264
35.0,3,30.012534
30.0,2,30.016522
-45.0,15,30.038884
0.0,6,30.048806
-15.0,9,30.063693
5.0,1,30.067468
5.0,1,30.070419
-30.0,12,30.086789
35.0,3,30.093032
35.0,3,30.098294
-45.0,15,30.117467
-30.0,12,30.13403
5.0,1,30.137378
30.0,2,30.141604
35.0,3,30.147416
30.0,2,30.151714
-15.0,9,30.164096
5.0,1,30.167131
-30.0,12,30.18292
35.0,3,30.188984
0.0,6,30.197854
5.0,1,30.20109
35.0,3,30.206949
0.0,6,30.216289
35.0,3,30.222387
5.0,1,30.225845
-30.0,12,30.241697
35.0,3,30.247422
5.0,1,30.250791
-15.0,9,30.263327
30.0,2,30.267982
5.0,1,30.270753
5.0,1,30.274115
27.5,9,30.286174
30.0,2,30.290648
30.0,2,30.295099
35.0,3,30.300434
0.0,6,30.31007
30.0,2,30.314291
38.333333,7,30.32458
5.0,1,30.327447
-90.0,24,30.354911
-30.0,12,30.370571
10.0,8,30.383267
35.0,3,30.39083
-20.0,10,30.404379
30.0,4,30.411775
35.0,3,30.417854
5.0,1,30.421009
30.0,2,30.425192
30.0,2,30.429566
30.0,2,30.434448
30.0,2,30.438826
5.0,1,30.441965
5.0,15,30.460622
35.0,3,30.466783
35.0,3,30.472118
0.0,6,30.481384
30.0,2,30.48735
30.0,2,30.491633
30.0,2,30.496109
5.0,1,30.498974
-30.0,12,30.514593
30.0,2,30.519324
0.0,6,30.529373
30.0,2,30.533702
35.0,3,30.539338
35.0,3,30.544812
5.0,1,30.547838
-30.0,12,30.563292
35.0,3,30.568792
35.0,3,30.574637
30.0,2,30.578841
0.0,6,30.587697
0.0,6,30.596658
0.0,6,30.605932
-15.0,9,30.618165
-45.0,15,30.63871
30.0,2,30.642907
0.0,6,30.652884
-20.0,10,30.666085
0.0,6,30.675331
0.0,6,30.684328
30.0,4,30.690848
-45.0,15,30.709436
35.0,3,30.715387
-30.0,12,30.732432
30.0,2,30.736787
30.0,2,30.740916
5.0,1,30.743991
0.0,6,30.753224
-30.0,12,30.768938
-40.0,18,30.79178
30.0,2,30.795985
35.0,3,30.801617
0.0,6,30.811027
35.0,3,30.816116
-15.0,9,30.827783
-30.0,12,30.84405
0.0,6,30.852853
-5.0,7,30.862575
35.0,3,30.86847
-35.0,13,30.885523
-30.0,12,30.901196
5.0,1,30.904158
35.0,3,30.910035
35.0,3,30.915474
0.0,6,30.924609
5.0,1,30.927531
30.0,4,30.933883
0.0,6,30.942719
30.0,2,30.947175
30.0,2,30.951724
10.0,8,30.963408
0.0,6,30.971894
30.0,2,30.976273
30.0,4,30.983157
0.0,6,30.992243
30.0,2,30.996309
5.0,1,30.999233
30.0,2,31.003098
0.0,6,31.011516
0.0,6,31.020159
0.0,6,31.029664
5.0,9,31.043113
5.0,1,31.046162
35.0,3,31.05224
5.0,1,31.055299
0.0,6,31.064114
5.0,1,31.067166
35.0,3,31.072461
5.0,1,31.07625
30.0,2,31.080757
5.0,1,31.083711
-30.0,12,31.1001
-15.0,9,31.113164
5.0,1,31.116304
5.0,1,31.119577
30.0,2,31.123755
6.666667,13,31.142329
32.5,8,31.154288
-10.0,8,31.165494
30.0,2,31.170492
35.0,3,31.176003
-70.0,24,31.205055
-15.0,9,31.218576
30.0,2,31.223017
35.0,3,31.228694
30.0,2,31.232919
-15.0,9,31.247239
-60.0,18,31.271885
30.0,2,31.276138
30.0,2,31.280787
0.0,6,31.290858
30.0,2,31.295385
5.0,1,31.298424
30.0,2,31.302886
35.0,3,31.308234
30.0,2,31.312238
0.0,6,31.321342
30.0,2,31.325457
5.0,1,31.328911
0.0,6,31.338246
0.0,6,31.347882
35.0,3,31.353268
0.0,6,31.362331
-45.0,15,31.380373
-30.0,12,31.397704
35.0,3,31.403092
-15.0,9,31.414985
30.0,2,31.419335
0.0,10,31.432881
0.0,6,31.442376
32.5,8,31.453777
48.333333,5,31.461882
-30.0,12,31.478256
5.0,1,31.481281
0.0,6,31.490698
5.0,1,31.494062
5.0,1,31.497554
-15.0,9,31.512942
30.0,2,31.517101
0.0,6,31.526414
0.0,6,31.535767
5.0,1,31.5386
35.0,3,31.544176
-15.0,9,39.484461
5.0,1,39.488344
5.0,1,39.491335
-15.0,9,39.503587
5.0,1,39.506473
-10.0,8,39.517444
35.0,3,39.523274
30.0,2,39.527443
53.333333,4,39.535852
35.0,3,39.541555
30.0,2,39.546766
5.0,1,39.549801
-15.0,9,39.562927
0.0,6,39.572499
30.0,2,39.577231
-45.0,15,39.596683
-60.0,18,39.621412
5.0,1,39.624855
35.0,3,39.630626
30.0,2,39.63512
5.0,1,39.63843
0.0,6,39.647498
5.0,1,39.650417
53.333333,4,39.657671
35.0,3,39.663629
0.0,6,39.672713
30.0,2,39.676936
0.0,6,39.686556
-15.0,9,39.700273
-30.0,12,39.716612
35.0,3,39.722332
-15.0,9,39.73504
30.0,2,39.740145
-15.0,9,39.753059
0.0,6,39.762569
5.0,1,39.765817
0.0,6,39.77485
35.0,3,39.780499
0.0,6,39.790435
-10.0,8,39.802927
25.0,3,39.808548
30.0,2,39.81275
30.0,2,39.81682
5.0,1,39.820341
35.0,3,39.82608
0.0,6,39.835011
43.333333,6,39.844837
5.0,1,39.847887
0.0,6,39.857094
35.0,3,39.862734
5.0,1,39.866173
-30.0,12,39.882252
5.0,1,39.885902
35.0,3,39.891221
-30.0,12,39.906652
0.0,6,39.916888
5.0,1,39.920314
5.0,1,39.923596
-15.0,9,39.93631
-15.0,9,39.948978
-45.0,15,39.969589
0.0,6,39.978912
-30.0,12,39.995458
5.0,1,39.998848
5.0,1,40.002099
35.0,3,40.007611
30.0,2,40.012249
-30.0,12,40.027845
35.0,3,40.033545
30.0,2,40.037786
35.0,3,40.044382
0.0,6,40.054201
35.0,3,40.060084
35.0,3,40.06577
0.0,6,40.075325
5.0,1,40.078476
27.5,9,40.092033
-15.0,9,40.104488
-15.0,9,40.117433
0.0,6,40.12679
5.0,1,40.130077
0.0,6,40.138916
30.0,2,40.143078
35.0,3,40.148719
35.0,3,40.154126
5.0,1,40.157864
0.0,6,40.166518
35.0,3,40.172437
-30.0,12,40.188506
5.0,1,40.191756
5.0,1,40.195108
35.0,3,40.200806
5.0,1,40.204141
5.0,1,40.207193
30.0,2,40.211669
30.0,2,40.216321
30.0,2,40.220599
-30.0,12,40.2368
5.0,1,40.240219
30.0,2,40.244833
35.0,3,40.249898
0.0,6,40.258781
0.0,6,40.268438
5.0,1,40.271399
0.0,6,40.280653
5.0,1,40.28364
43.333333,6,40.293253
30.0,2,40.297439
-15.0,9,40.310601
0.0,6,40.320066
0.0,6,40.330603
0.0,6,40.340744
53.333333,4,40.347932
35.0,3,40.35386
5.0,1,40.356853
-30.0,12,40.372835
0.0,6,40.381998
35.0,3,40.387402
-30.0,12,40.40484
0.0,6,40.41524
35.0,3,40.421453
5.0,1,40.424872
0.0,6,40.434403
-60.0,18,40.456062
35.0,3,40.46132
30.0,2,40.465389
30.0,2,40.470035
5.0,1,40.47313
5.0,1,40.476442
-15.0,9,40.489284
35.0,3,40.49609
-30.0,12,40.512431
5.0,1,40.515409
5.0,1,40.518306
30.0,2,40.52273
30.0,2,40.527496
30.0,2,40.531572
30.0,2,40.535734
35.0,3,40.541693
-30.0,12,40.558442
0.0,6,40.567672
-30.0,12,40.584499
-30.0,12,40.600861
0.0,6,40.609848
30.0,2,40.614661
-30.0,12,40.631729
5.0,1,40.635187
30.0,2,40.63973
-45.0,15,40.659552
0.0,6,40.670432
-15.0,9,40.683175
-45.0,15,40.704649
-15.0,9,40.719427
5.0,1,40.722689
35.0,3,40.728482
-15.0,9,40.741768
5.0,1,40.745438
17.0,11,40.761797
0.0,6,40.771639
-35.0,13,40.788523
5.0,1,40.792041
5.0,1,40.795396
35.0,3,40.802774
-15.0,9,40.818332
5.0,1,40.82209
35.0,3,40.829228
30.0,2,40.834512
30.0,2,40.841572
-30.0,12,40.862054
30.0,4,40.870472
0.0,6,40.882693
5.0,1,40.886309
-15.0,9,40.900317
-15.0,9,40.916619
35.0,3,40.922932
0.0,6,40.93271
30.0,2,40.937349
-60.0,18,40.96072
35.0,3,40.966193
30.0,2,40.970369
0.0,6,40.979886
30.0,2,40.984387
0.0,6,40.994414
35.0,3,41.000813
-15.0,9,41.013274
-15.0,9,41.026873
0.0,6,41.035733
35.0,3,41.041495
53.333333,4,41.048725
-15.0,9,41.061552
30.0,2,41.066827
-15.0,9,41.079982
-45.0,15,41.098266
35.0,3,41.10411
0.0,6,41.113697
35.0,3,41.119332
5.0,1,41.122314
-15.0,9,41.135986
30.0,2,41.140637
30.0,2,41.145131
27.5,9,41.157795
30.0,2,41.162072
30.0,2,41.166275
35.0,3,49.099516
-30.0,12,49.115616
-15.0,9,49.128409
0.0,6,49.137645
37.5,7,49.148053
-30.0,12,49.164241
5.0,1,49.16764
30.0,2,49.171823
-15.0,9,49.184666
0.0,6,49.193626
5.0,1,49.196714
5.0,1,49.199969
30.0,2,49.204381
-30.0,12,49.219483
35.0,3,49.225398
30.0,2,49.229673
0.0,6,49.239546
-15.0,9,49.253161
30.0,2,49.257612
-60.0,18,49.280261
35.0,3,49.28614
0.0,6,49.295702
35.0,3,49.302478
-15.0,9,49.315578
5.0,1,49.319003
30.0,2,49.323156
5.0,1,49.326104
0.0,6,49.336066
35.0,3,49.341529
35.0,3,49.347112
5.0,1,49.350343
-15.0,9,49.363631
-15.0,9,49.377701
35.0,3,49.383648
35.0,3,49.389275
30.0,2,49.393778
30.0,2,49.397858
5.0,9,49.410109
30.0,2,49.41429
0.0,6,49.423081
5.0,1,49.426075
-15.0,9,49.440553
5.0,1,49.443993
35.0,3,49.449607
5.0,1,49.452732
5.0,1,49.455473
35.0,3,49.461557
0.0,6,49.472457
5.0,1,49.475625
5.0,1,49.479097
35.0,3,49.484719
-30.0,12,49.499778
35.0,3,49.50606
5.0,1,49.509173
35.0,3,49.514847
5.0,1,49.518436
5.0,1,49.521474
10.0,8,49.533755
35.0,3,49.539028
5.0,1,49.541847
5.0,1,49.545082
30.0,2,49.549392
48.333333,5,49.557712
-15.0,9,49.571065
30.0,2,49.575888
35.0,3,49.582374
35.0,3,49.587603
5.0,1,49.591202
17.0,11,49.606612
30.0,2,49.610805
-15.0,9,49.623339
22.0,10,49.637343
38.333333,7,49.647735
-5.0,11,49.66297
5.0,1,49.666217
-30.0,12,49.682015
35.0,3,49.687649
-15.0,9,49.700597
30.0,2,49.704607
-5.0,7,49.717262
5.0,1,49.720574
35.0,3,49.725871
35.0,3,49.731708
35.0,3,49.737315
5.0,1,49.740804
30.0,2,49.744782
-5.0,11,49.76009
30.0,2,49.764837
35.0,3,49.770013
0.0,6,49.779493
30.0,2,49.783542
35.0,3,49.789252
35.0,3,49.795477
35.0,3,49.801185
-30.0,12,49.818042
-30.0,12,49.834537
35.0,3,49.840244
0.0,6,49.849699
30.0,2,49.853954
0.0,6,49.862824
35.0,3,49.868588
-15.0,9,49.881089
0.0,6,49.890443
-15.0,9,49.903556
0.0,6,49.913211
37.5,7,49.924058
-45.0,15,49.941209
-30.0,12,49.958332
35.0,3,49.964143
35.0,3,49.969366
35.0,3,49.974754
30.0,2,49.97928
35.0,3,49.985113
30.0,2,49.989344
35.0,3,49.994865
35.0,3,50.000209
0.0,6,50.009744
30.0,2,50.013917
30.0,2,50.0184
5.0,1,50.021429
5.0,1,50.024766
-60.0,18,50.046676
5.0,1,50.049735
-20.0,10,50.062425
53.333333,4,50.069115
27.5,9,50.081187
5.0,1,50.084286
30.0,2,50.088572
5.0,1,50.091915
5.0,1,50.094923
-15.0,9,50.108071
5.0,1,50.111044
-15.0,9,50.123424
30.0,2,50.128339
-30.0,12,50.144713
5.0,1,50.147872
-20.0,10,50.162049
-15.0,9,50.174953
0.0,6,50.18515
30.0,2,50.189914
0.0,6,50.200377
35.0,3,50.206415
-15.0,9,50.218791
0.0,6,50.227963
30.0,2,50.232235
0.0,6,50.241522
0.0,6,50.250129
-120.0,30,50.284317
30.0,2,50.288682
-15.0,9,50.301447
30.0,2,50.305949
35.0,3,50.311472
30.0,2,50.315727
5.0,1,50.318711
0.0,6,50.32835
0.0,6,50.337656
0.0,6,50.347232
35.0,3,50.352951
35.0,3,50.358684
5.0,1,50.36211
35.0,3,50.36808
15.0,7,50.379058
-15.0,9,50.39245
0.0,6,50.40164
5.0,1,50.404637
0.0,6,50.413983
-30.0,12,50.430058
-15.0,9,50.442826
-30.0,12,50.459367
30.0,2,50.463436
30.0,2,50.467758
35.0,3,50.473563
0.0,6,50.48287
0.0,6,50.492623
0.0,6,50.501525
35.0,3,50.507103
30.0,2,50.511316
5.0,1,50.514453
35.0,3,50.519752
30.0,2,50.523816
0.0,6,50.532859
30.0,2,50.537102
30.0,2,50.541563
53.333333,4,50.549106
0.0,6,50.559353
0.0,6,50.568826
-15.0,9,50.581668
30.0,2,50.585769
-30.0,16,50.606454
-30.0,12,50.622379
25.0,3,50.628383
0.0,6,50.63757
5.0,1,50.640412
-15.0,9,50.653133
30.0,2,50.662353
30.0,2,50.675173
5.0,9,50.687508
-15.0,9,50.70005
-35.0,13,50.716885
30.0,2,50.723616
5.0,1,50.727183
0.0,6,50.736428
0.0,6,50.744954
5.0,1,50.747875
-15.0,13,59.118079
-65.0,19,59.144339
30.0,2,59.149546
5.0,1,59.153135
35.0,3,59.160083
-15.0,9,59.174535
-30.0,12,59.19284
5.0,1,59.196423
35.0,3,59.202298
5.0,1,59.205609
30.0,2,59.210644
-5.0,7,59.222064
0.0,6,59.231977
0.0,6,59.243453
-15.0,9,59.259296
35.0,3,59.265993
5.0,1,59.269373
5.0,1,59.273148
-15.0,9,59.286241
0.0,6,59.296535
35.0,3,59.303738
35.0,3,59.309419
5.0,1,59.314028
35.0,3,59.320798
5.0,1,59.32472
35.0,3,59.331494
30.0,2,59.336873
30.0,2,59.342802
35.0,3,59.348883
25.0,3,59.355981
30.0,2,59.361721
0.0,6,59.373168
-30.0,12,59.392047
35.0,3,59.398695
35.0,3,59.406077
30.0,4,59.415106
-50.0,16,59.436759
5.0,1,59.440283
-15.0,9,59.453719
30.0,2,59.458006
5.0,1,59.461412
-40.0,18,59.484521
30.0,2,59.488794
-30.0,12,59.504722
0.0,6,59.513869
0.0,6,59.523595
-15.0,9,59.537673
35.0,3,59.544006
5.0,1,59.547742
5.0,1,59.550921
30.0,2,59.555967
0.0,6,59.566041
35.0,3,59.573247
35.0,3,59.58028
5.0,1,59.584771
-15.0,9,59.59871
-20.0,10,59.615537
0.0,6,59.626161
0.0,6,59.636631
35.0,3,59.642766
0.0,6,59.652857
0.0,6,59.663793
-15.0,9,59.67813
-15.0,9,59.692687
-15.0,9,59.709123
-5.0,7,59.720375
-45.0,15,59.742228
5.0,1,59.745883
43.333333,6,59.756994
0.0,6,59.768602
-45.0,15,59.790411
0.0,6,59.80173
-15.0,9,59.817805
-20.0,10,59.833494
30.0,2,59.838946
30.0,2,59.843964
0.0,6,59.854023
