#{"t_start": 1741745561.153384, "env_id": "None"}
r,l,t
62.5,3,2.63167
61.666667,4,2.636828
65.0,2,2.639813
82.222222,6,2.64712
20.0,2,2.650258
20.0,2,2.653059
20.0,2,2.656408
60.0,6,2.663939
60.0,4,2.66902
60.0,6,2.67629
63.75,6,2.684161
20.0,2,2.687012
20.0,2,2.689912
20.0,2,2.692828
20.0,2,2.695689
20.0,2,2.698553
40.0,5,2.705634
82.857143,5,2.711876
20.0,2,2.714618
20.0,2,2.717516
20.0,2,2.720315
20.0,2,2.723827
80.0,9,2.735054
20.0,2,2.738046
60.0,6,2.7453
20.0,2,2.748359
20.0,4,2.75357
84.0,4,2.758943
40.0,4,2.764318
60.0,6,2.772264
20.0,2,2.775075
20.0,2,2.777969
62.5,3,2.78203
82.857143,5,2.843365
83.75,6,2.851025
60.0,7,2.860302
20.0,2,2.863242
20.0,7,19.667528
40.0,6,19.675491
40.0,5,19.681638
20.0,2,19.684516
20.0,2,19.687433
20.0,2,19.690371
20.0,2,19.693415
40.0,5,19.699583
20.0,2,19.702623
20.0,2,19.705562
20.0,2,19.708504
40.0,5,19.71497
82.857143,5,19.721441
20.0,2,19.72427
60.0,6,19.73179
20.0,2,19.734637
20.0,5,19.740721
40.0,7,19.750076
20.0,2,19.752976
40.0,5,19.759097
40.0,5,19.765306
40.0,5,19.771901
40.0,4,19.777065
20.0,6,19.784294
62.5,3,19.788384
84.0,4,19.79356
40.0,6,19.800819
62.5,3,19.804649
20.0,2,19.807558
20.0,2,19.810424
20.0,2,19.813254
20.0,2,19.816326
62.5,3,19.820572
40.0,4,19.82681
20.0,2,19.829659
20.0,2,19.832699
20.0,2,19.835881
40.0,6,19.843441
20.0,2,19.846259
65.0,2,19.849501
20.0,2,19.852635
20.0,2,19.855536
65.0,2,19.858511
40.0,8,19.868391
20.0,2,19.871459
80.0,9,19.882273
105.714286,6,19.889934
20.0,2,19.892885
20.0,2,19.895854
80.0,9,19.906765
20.0,2,19.909705
40.0,4,19.914821
20.0,2,19.91762
40.0,8,19.927428
20.0,2,19.930316
61.666667,4,19.935661
20.0,2,19.938502
20.0,2,19.941309
62.5,3,19.945586
20.0,3,19.949721
20.0,2,19.952638
84.0,4,19.957988
80.0,6,19.965314
20.0,2,19.968188
20.0,5,19.974586
20.0,2,19.977585
20.0,5,19.983745
80.0,8,19.993841
82.857143,5,20.000925
20.0,6,20.008432
60.0,5,20.01525
20.0,2,20.018258
20.0,8,20.027976
20.0,4,20.032996
60.0,4,20.038526
40.0,8,20.048345
20.0,4,20.053668
40.0,4,20.059093
60.0,7,20.067708
60.0,6,20.075183
40.0,4,20.080376
60.0,7,20.088737
40.0,5,20.095097
60.0,8,20.105429
62.5,3,20.109638
20.0,2,20.112502
20.0,2,20.115432
65.0,2,20.118335
60.0,9,20.129455
20.0,6,20.137526
20.0,5,20.144111
62.5,3,20.148141
20.0,2,20.15099
82.857143,5,20.157045
40.0,4,20.162276
62.5,3,20.166441
40.0,4,20.171581
20.0,5,20.177682
40.0,6,20.184933
60.0,6,20.192132
60.0,9,20.202725
40.0,4,20.207703
80.0,9,20.218288
20.0,2,20.221167
61.666667,4,20.226256
61.666667,4,20.231321
83.75,6,20.238562
40.0,5,20.244812
20.0,2,20.247628
40.0,4,20.252661
40.0,6,20.260295
60.0,9,20.273636
40.0,5,20.280108
20.0,2,20.282999
65.0,2,20.285819
100.0,9,20.296495
20.0,2,20.299393
20.0,4,20.304449
40.0,8,20.314031
20.0,2,20.316894
40.0,6,20.324228
20.0,4,20.329278
40.0,4,20.334327
20.0,2,20.337147
20.0,2,20.340006
20.0,2,20.342807
20.0,2,20.345578
65.0,2,20.348617
20.0,2,20.351461
40.0,5,20.357655
40.0,4,20.362906
20.0,2,20.365784
62.5,3,20.369908
103.75,6,20.377457
65.0,2,20.380571
40.0,6,20.387892
65.0,2,20.390759
20.0,6,20.3979
60.0,9,20.408289
105.0,5,20.414458
40.0,5,20.420606
20.0,2,20.423385
82.857143,5,20.42945
104.444444,7,20.437743
20.0,2,20.440576
60.0,7,20.449179
60.0,6,20.456573
65.0,2,20.45948
20.0,6,20.467081
20.0,2,20.470073
40.0,5,20.476254
20.0,2,20.479051
40.0,5,20.485267
20.0,4,20.490146
62.5,3,20.494356
20.0,2,20.497237
60.0,6,20.504395
40.0,5,20.510922
61.666667,4,20.516001
100.0,8,20.525457
40.0,5,20.531455
60.0,6,20.538715
20.0,2,20.541586
20.0,5,20.547719
20.0,2,20.550682
40.0,8,20.560164
40.0,4,20.56522
20.0,2,20.568081
80.0,6,20.575254
20.0,2,20.578244
40.0,8,20.587509
20.0,6,20.594609
65.0,2,20.597555
148.333333,6,20.604902
40.0,4,20.610003
20.0,2,20.612842
20.0,2,20.615554
20.0,7,20.62377
20.0,2,20.62664
105.0,5,20.632983
20.0,2,20.635816
40.0,5,20.641843
105.714286,6,20.649088
65.0,2,20.652014
40.0,5,20.659183
62.5,3,20.663288
60.0,7,20.671586
65.0,2,20.674567
40.0,4,20.67958
20.0,2,20.68246
20.0,2,20.685293
64.0,4,20.690366
40.0,6,20.697616
40.0,6,20.704701
80.0,6,20.71183
20.0,2,20.714921
60.0,6,20.723172
20.0,8,20.732493
40.0,8,20.741898
65.0,2,20.744819
20.0,5,20.750962
20.0,2,20.753926
40.0,4,20.759639
20.0,2,20.76253
20.0,2,20.765441
105.454545,9,20.776829
62.5,3,20.78089
20.0,4,20.785873
61.666667,4,20.790965
61.666667,4,20.795998
100.0,9,20.806642
20.0,2,20.809508
20.0,2,20.812345
65.0,2,20.81516
20.0,2,20.817936
40.0,4,20.823032
40.0,5,20.82915
20.0,2,20.832032
20.0,2,20.834821
40.0,8,20.8443
20.0,2,20.847294
40.0,4,20.852313
84.0,4,20.858395
40.0,4,20.863658
20.0,2,20.86768
20.0,4,20.872939
20.0,2,20.875832
40.0,6,20.88316
125.714286,6,20.890856
20.0,2,20.893736
86.666667,3,20.897749
20.0,2,20.900628
61.666667,4,20.906315
20.0,2,20.909096
40.0,5,20.91527
20.0,5,20.921873
20.0,2,20.924617
103.75,6,20.971295
20.0,2,20.97416
65.454545,9,20.985062
20.0,2,20.987964
84.0,4,21.052698
60.0,4,21.057876
84.0,4,21.063145
40.0,8,21.0732
61.666667,4,21.078377
65.0,2,21.081223
84.0,4,21.086344
84.0,4,35.851647
84.0,4,35.857308
20.0,2,35.860087
20.0,5,35.866896
84.0,4,35.872148
40.0,4,35.877312
40.0,6,35.884396
40.0,5,35.890603
65.0,2,35.893555
40.0,5,35.899742
20.0,2,35.902623
20.0,5,35.908703
65.0,2,35.91153
20.0,2,35.914417
20.0,2,35.91733
40.0,4,35.922467
60.0,9,35.933082
40.0,6,35.940458
40.0,7,35.948928
83.75,6,35.95628
20.0,4,35.9615
20.0,2,35.964466
82.222222,6,35.971882
20.0,2,35.974715
60.0,5,35.980917
20.0,2,35.98373
60.0,6,35.991297
65.0,2,35.994185
65.0,2,35.997269
62.857143,5,36.003434
61.666667,4,36.008563
84.0,4,36.013736
20.0,2,36.016629
104.444444,7,36.024977
40.0,8,36.034334
20.0,2,36.037152
20.0,2,36.04012
65.0,2,36.042969
80.0,6,36.050137
62.5,3,36.053958
20.0,2,36.0568
20.0,2,36.059704
20.0,2,36.06281
60.0,9,36.073818
86.666667,3,36.077923
40.0,4,36.08297
40.0,5,36.089184
20.0,3,36.093154
20.0,5,36.099305
40.0,5,36.105544
84.0,4,36.110702
40.0,8,36.120427
84.0,4,36.125501
40.0,4,36.130638
60.0,6,36.138107
40.0,5,36.144342
20.0,2,36.147178
20.0,2,36.149982
40.0,5,36.156225
20.0,2,36.159054
40.0,5,36.165133
60.0,6,36.172654
62.5,3,36.176905
20.0,2,36.179779
20.0,2,36.182743
20.0,2,36.185693
84.0,4,36.190961
60.0,9,36.201434
40.0,5,36.207615
40.0,4,36.212753
40.0,5,36.218901
40.0,4,36.223882
86.666667,3,36.228025
20.0,3,36.232054
60.0,5,36.238393
82.222222,6,36.245801
20.0,2,36.248731
40.0,4,36.253817
65.0,2,36.256803
20.0,2,36.259684
61.666667,4,36.264729
62.5,3,36.268541
40.0,5,36.274755
40.0,5,36.281085
20.0,2,36.28392
84.0,4,36.289046
40.0,8,36.298402
40.0,7,36.30664
60.0,8,36.316397
40.0,5,36.322416
40.0,6,36.329547
20.0,2,36.332382
20.0,2,36.335156
62.857143,5,36.341281
20.0,2,36.343987
20.0,4,36.349005
60.0,6,36.356091
62.5,3,36.360115
20.0,2,36.363064
40.0,4,36.368104
20.0,2,36.370941
60.0,6,36.378102
20.0,2,36.38116
40.0,5,36.387384
84.0,4,36.39259
20.0,4,36.397743
20.0,2,36.400636
65.0,2,36.403476
125.714286,6,36.410814
40.0,5,36.416802
40.0,4,36.421898
62.5,3,36.425883
80.0,6,36.433227
20.0,2,36.436033
40.0,5,36.442286
40.0,8,36.452074
20.0,2,36.455111
65.0,2,36.45806
40.0,4,36.463174
20.0,4,36.468248
40.0,7,36.476648
20.0,2,36.479593
40.0,5,36.485907
20.0,2,36.488712
20.0,2,36.491583
80.0,6,36.498859
61.666667,4,36.504069
20.0,2,36.506875
61.666667,4,36.511937
20.0,6,36.519091
40.0,8,36.528556
40.0,5,36.535702
40.0,6,36.542779
20.0,2,36.545668
84.0,4,36.550786
84.0,4,36.556406
20.0,4,36.561486
65.0,2,36.564393
20.0,7,36.572631
60.0,5,36.578866
20.0,2,36.581664
20.0,2,36.584594
61.666667,4,36.58976
61.666667,4,36.594867
65.0,2,36.597667
20.0,2,36.60044
20.0,5,36.606391
84.0,4,36.611523
20.0,2,36.61426
20.0,2,36.617066
20.0,2,36.619783
65.0,2,36.622715
20.0,2,36.625485
20.0,2,36.628315
20.0,2,36.631259
20.0,2,36.634157
84.444444,7,36.642471
40.0,5,36.648532
62.5,3,36.652604
40.0,5,36.658741
40.0,8,36.668095
61.666667,4,36.673186
40.0,5,36.679345
20.0,8,36.688835
60.0,8,36.698325
40.0,6,36.705535
40.0,4,36.710672
40.0,4,36.715844
20.0,2,36.718753
61.666667,4,36.723866
40.0,4,36.728965
85.454545,9,36.739411
83.75,6,36.746621
60.0,5,36.752741
40.0,8,36.762208
82.857143,5,36.768434
20.0,8,36.77788
20.0,2,36.780729
107.5,4,36.785861
106.666667,8,36.795441
20.0,2,36.798294
65.0,2,36.801652
65.0,2,36.804544
20.0,2,36.807351
20.0,2,36.81025
65.0,2,36.81304
20.0,2,36.81585
65.0,2,36.818751
20.0,2,36.821597
65.0,2,36.824603
65.0,2,36.827429
20.0,2,36.830276
40.0,4,36.835383
65.0,2,36.838393
61.666667,4,36.84344
20.0,2,36.846226
20.0,2,36.848934
65.0,2,36.851787
20.0,4,36.856878
20.0,2,36.859753
20.0,2,36.862516
20.0,5,36.868665
40.0,4,36.873725
20.0,2,36.876519
82.857143,5,36.882931
103.75,6,36.890484
20.0,2,36.893337
80.0,7,36.901685
65.0,2,36.904435
20.0,2,36.907222
80.0,8,36.91678
20.0,2,36.919763
125.714286,6,36.92698
20.0,2,36.929896
60.0,6,36.93723
20.0,2,36.940166
61.666667,4,36.945338
84.0,4,36.9506
40.0,4,36.955714
125.714286,6,36.963082
84.444444,7,36.971431
60.0,5,36.977656
60.0,4,36.982823
20.0,2,36.985672
20.0,5,36.991672
20.0,3,36.995628
40.0,5,37.001743
40.0,5,37.007886
20.0,2,37.010682
20.0,2,37.013551
60.0,7,37.022073
20.0,2,37.02494
82.857143,5,37.031179
20.0,2,37.034085
40.0,5,37.040556
20.0,2,37.043539
62.857143,5,37.049532
62.5,3,37.053557
60.0,7,37.061916
40.0,5,37.098752
65.0,2,37.101639
40.0,5,37.107809
20.0,2,37.110546
65.0,2,37.113407
20.0,2,37.1162
40.0,5,37.122315
20.0,2,37.125063
20.0,4,37.12996
20.0,5,37.136011
105.454545,9,37.146544
20.0,2,37.149265
125.714286,6,37.156635
20.0,2,37.159472
40.0,6,37.166696
40.0,5,37.173029
65.0,2,37.176116
40.0,5,37.182354
60.0,6,51.471124
20.0,4,51.476514
65.0,2,51.479549
20.0,2,51.482321
40.0,8,51.491835
65.0,2,51.494605
20.0,5,51.500758
62.5,3,51.504887
20.0,4,51.509991
61.666667,4,51.515157
20.0,2,51.518127
61.666667,4,51.52327
20.0,2,51.526086
65.0,2,51.528997
20.0,3,51.533003
20.0,6,51.54027
20.0,4,51.545341
40.0,6,51.552625
20.0,2,51.555433
65.0,2,51.558388
20.0,2,51.561262
40.0,5,51.56768
63.75,6,51.575145
60.0,5,51.581327
20.0,2,51.584195
65.0,2,51.587044
20.0,6,51.657699
82.857143,5,51.664005
40.0,5,51.670623
65.0,2,51.673582
20.0,2,51.676584
60.0,7,51.685151
40.0,8,51.694726
20.0,6,51.70193
80.0,7,51.710286
62.857143,5,51.71648
40.0,5,51.722971
60.0,5,51.729193
20.0,2,51.732181
20.0,2,51.735091
124.444444,7,51.743584
40.0,7,51.751926
61.666667,4,51.757101
40.0,7,51.765464
20.0,2,51.768221
65.0,2,51.771378
20.0,3,51.775491
20.0,2,51.778377
20.0,4,51.783555
40.0,4,51.78862
105.454545,9,51.799836
20.0,2,51.803116
60.0,6,51.81034
20.0,2,51.81323
40.0,8,51.82269
61.666667,4,51.827886
20.0,2,51.830743
40.0,3,51.834845
61.666667,4,51.839925
84.0,4,51.845036
60.0,8,51.854491
20.0,5,51.860589
20.0,2,51.863392
20.0,2,51.866282
20.0,2,51.869113
20.0,4,51.87433
84.0,4,51.879631
40.0,5,51.885807
80.0,6,51.893069
62.5,3,51.897091
61.666667,4,51.902196
84.0,4,51.907718
40.0,5,51.913883
20.0,5,51.920043
86.666667,3,51.923936
20.0,2,51.926887
60.0,8,51.936485
20.0,2,51.939382
84.0,4,51.944537
20.0,2,51.947432
64.0,4,51.95252
40.0,3,51.956558
62.5,3,51.960586
60.0,7,51.969977
40.0,5,51.976273
20.0,2,51.979297
20.0,2,51.982109
80.0,9,51.992602
40.0,6,51.999811
61.666667,4,52.005103
20.0,2,52.007905
40.0,6,52.015295
65.0,2,52.018153
20.0,2,52.02112
40.0,4,52.026301
60.0,4,52.031557
20.0,2,52.034482
20.0,4,52.039514
20.0,2,52.042415
20.0,3,52.04645
40.0,4,52.051622
20.0,2,52.054525
60.0,5,52.060695
105.454545,9,52.071713
61.666667,4,52.076924
20.0,4,52.082182
83.75,6,52.09007
60.0,7,52.099104
40.0,5,52.105405
62.222222,6,52.112735
61.666667,4,52.117848
61.666667,4,52.122998
106.666667,8,52.132648
20.0,2,52.135598
62.222222,6,52.142852
20.0,2,52.145654
20.0,2,52.148626
65.0,2,52.151561
20.0,2,52.154458
20.0,3,52.158885
84.0,4,52.164109
65.0,2,52.166937
40.0,8,52.176355
60.0,5,52.182519
20.0,2,52.185299
40.0,5,52.191578
40.0,6,52.204684
40.0,6,52.212094
40.0,5,52.218462
107.5,4,52.223664
20.0,2,52.22692
40.0,5,52.233137
20.0,2,52.235967
100.0,9,52.246739
20.0,2,52.249712
40.0,4,52.254871
61.666667,4,52.260027
84.0,4,52.265284
20.0,2,52.268222
60.0,9,52.27874
60.0,7,52.287044
20.0,2,52.290022
20.0,2,52.292844
61.666667,4,52.297938
40.0,6,52.30526
80.0,7,52.313633
62.5,3,52.317671
103.75,6,52.324894
40.0,4,52.329909
40.0,5,52.335988
62.5,3,52.340027
20.0,6,52.347188
40.0,6,52.354402
20.0,2,52.357379
40.0,5,52.363568
82.222222,6,52.370915
40.0,6,52.378206
80.0,9,52.388859
103.75,6,52.396468
20.0,2,52.39923
20.0,2,52.401988
20.0,2,52.404888
65.0,2,52.407792
40.0,6,52.41537
61.666667,4,52.420419
40.0,5,52.426625
40.0,7,52.43503
87.5,4,52.440281
20.0,2,52.443135
80.0,8,52.452799
40.0,4,52.457953
61.666667,4,52.463004
40.0,6,52.470206
65.0,2,52.473064
60.0,6,52.480391
40.0,5,52.48653
20.0,4,52.491565
40.0,4,52.496832
82.857143,5,52.503063
65.0,2,52.506
20.0,4,52.511181
20.0,2,52.514087
65.0,2,52.517049
84.444444,7,52.525373
20.0,2,52.528274
40.0,4,52.5335
103.75,6,52.540858
40.0,5,52.547125
20.0,4,52.55227
20.0,2,52.555036
40.0,7,52.563335
20.0,2,52.566433
62.222222,6,52.573681
20.0,2,52.576527
65.0,2,52.579504
40.0,6,52.586881
62.5,3,52.59099
40.0,7,52.599424
20.0,3,52.603373
65.0,2,52.606311
65.0,2,52.609192
65.0,2,52.612065
40.0,5,52.618245
61.666667,4,52.623349
40.0,5,52.629587
40.0,5,52.635735
20.0,6,52.642899
20.0,2,52.645695
40.0,6,52.652917
125.714286,6,52.660516
61.666667,4,52.665657
62.5,3,52.669893
20.0,2,52.67287
20.0,2,52.675657
40.0,9,52.686431
40.0,6,52.693578
20.0,6,52.700913
20.0,2,52.703931
20.0,2,52.70674
103.75,6,52.714112
62.5,3,52.718139
20.0,6,52.749845
40.0,5,52.756078
60.0,5,52.762289
40.0,4,52.767368
20.0,2,52.770144
40.0,4,52.775247
20.0,4,52.780211
20.0,2,52.783016
65.0,2,52.785796
60.0,6,52.793139
20.0,2,52.796154
80.0,6,52.803504
20.0,5,52.809589
83.75,6,52.818384
40.0,6,52.825816
20.0,4,52.830779
65.0,2,52.833855
60.0,6,52.84099
40.0,5,52.84708
84.0,4,52.852267
40.0,5,52.8584
40.0,5,52.864547
84.0,4,67.644262
20.0,2,67.647543
80.0,9,67.658379
65.0,2,67.661423
84.0,4,67.666837
20.0,6,67.674208
65.0,2,67.677178
20.0,2,67.680047
120.0,9,67.690823
62.5,3,67.694896
20.0,2,67.697671
82.857143,5,67.703964
103.75,6,67.711385
82.222222,6,67.71908
40.0,6,67.726591
20.0,6,67.733854
40.0,5,67.739889
40.0,6,67.747297
65.0,2,67.750262
65.0,2,67.753181
20.0,4,67.75829
61.666667,4,67.763418
40.0,5,67.76948
40.0,6,67.776726
62.5,3,67.780766
20.0,2,67.783549
40.0,5,67.789749
60.0,5,67.79605
85.0,5,67.802087
20.0,2,67.804886
20.0,2,67.807741
40.0,8,67.817374
125.714286,6,67.825049
60.0,6,67.832416
61.666667,4,67.837754
85.0,8,67.847259
105.0,5,67.853391
40.0,4,67.858465
60.0,8,67.867878
20.0,4,67.872983
20.0,2,67.875872
82.857143,5,67.882119
40.0,6,67.889323
85.454545,9,67.899813
20.0,2,67.902714
40.0,5,67.908818
20.0,4,67.913936
83.75,6,67.921241
61.666667,4,67.926347
20.0,2,67.929345
20.0,2,67.932259
40.0,8,67.941738
20.0,2,67.944538
64.0,4,67.949636
61.666667,4,67.954816
20.0,2,67.957625
20.0,2,67.960545
62.5,3,67.96486
20.0,2,67.967774
20.0,2,67.970653
62.5,3,67.974545
40.0,5,67.980619
100.0,9,67.991299
40.0,5,67.997553
20.0,8,68.006989
20.0,4,68.012323
20.0,2,68.015147
20.0,2,68.020486
82.222222,6,68.02821
60.0,5,68.034577
83.75,6,68.041874
105.0,8,68.051343
20.0,2,68.05427
65.0,2,68.057299
20.0,2,68.060296
20.0,2,68.063246
40.0,5,68.069481
61.666667,4,68.074684
20.0,2,68.077612
20.0,2,68.080413
40.0,5,68.086558
20.0,2,68.089602
20.0,2,68.092455
20.0,5,68.09867
20.0,2,68.101485
20.0,2,68.104466
104.444444,7,68.113034
20.0,4,68.118272
20.0,2,68.121252
85.0,8,68.131348
61.666667,4,68.137426
40.0,4,68.142815
40.0,6,68.1507
40.0,5,68.15697
124.444444,7,68.165457
40.0,5,68.171548
20.0,2,68.174395
84.0,4,68.179491
20.0,2,68.182299
20.0,2,68.185094
20.0,2,68.187965
85.0,5,68.194144
60.0,7,68.202527
20.0,4,68.207927
60.0,6,68.215894
40.0,5,68.222095
40.0,5,68.228419
80.0,8,68.238073
60.0,6,68.245567
20.0,2,68.248511
40.0,5,68.254712
20.0,2,68.25764
20.0,2,68.260576
20.0,2,68.263407
65.0,2,68.266285
65.0,2,68.269193
65.0,2,68.272033
82.857143,5,68.278341
20.0,2,68.281257
40.0,4,68.286293
20.0,4,68.291305
40.0,7,68.299671
84.0,4,68.304782
20.0,2,68.307631
65.0,2,68.31057
20.0,3,68.314569
80.0,9,68.325175
80.0,6,68.332336
20.0,2,68.335122
65.0,2,68.337929
40.0,8,68.347535
61.666667,4,68.352686
65.0,2,68.355641
20.0,2,68.358409
20.0,5,68.364426
80.0,9,68.374979
20.0,2,68.377875
20.0,2,68.380739
20.0,2,68.383567
65.0,2,68.386502
62.5,3,68.390552
20.0,2,68.393453
40.0,4,68.398482
20.0,2,68.401352
65.0,2,68.404257
40.0,8,68.413589
84.0,4,68.418732
40.0,4,68.423818
65.0,2,68.426647
20.0,2,68.429686
84.0,4,68.435091
61.666667,4,68.440225
20.0,6,68.447701
40.0,8,68.459668
20.0,2,68.462802
40.0,5,68.469416
20.0,2,68.472295
40.0,5,68.478576
20.0,2,68.481423
20.0,5,68.487528
65.0,2,68.490511
100.0,9,68.501286
40.0,6,68.508539
65.0,2,68.511457
40.0,5,68.51795
65.0,2,68.520955
65.0,2,68.523939
65.0,2,68.526782
40.0,6,68.534133
20.0,5,68.54028
65.0,2,68.543224
62.5,3,68.547018
40.0,5,68.553044
20.0,6,68.560454
84.0,4,68.565565
61.666667,4,68.57064
80.0,8,68.580058
20.0,2,68.582858
20.0,2,68.585619
20.0,2,68.588484
20.0,2,68.591367
62.222222,6,68.598467
60.0,6,68.605608
20.0,4,68.610488
20.0,2,68.613179
20.0,2,68.616242
80.0,6,68.623811
20.0,7,68.632337
62.5,3,68.636429
20.0,6,68.64382
65.0,2,68.646782
84.0,4,68.651967
65.0,2,68.654944
20.0,2,68.658727
80.0,7,68.667218
20.0,5,68.673293
20.0,2,68.676089
65.0,2,68.678835
20.0,2,68.681615
62.5,3,68.685618
20.0,5,68.691827
20.0,2,68.694684
20.0,4,68.699824
80.0,6,68.707446
20.0,2,68.710224
20.0,5,68.716425
65.0,2,68.719322
40.0,6,68.726775
40.0,5,68.733032
86.666667,3,68.737085
62.5,3,68.741092
100.0,9,68.751848
40.0,5,68.758394
60.0,5,68.764498
61.666667,4,68.769563
61.666667,4,68.774655
40.0,5,68.781608
62.5,3,68.785658
82.857143,5,68.791891
40.0,5,68.798043
80.0,9,68.848465
40.0,9,68.859308
82.857143,5,68.865856
20.0,2,68.868794
83.75,6,68.87609
20.0,4,68.881155
40.0,5,68.88749
65.0,2,68.890469
20.0,2,68.893257
65.0,2,68.896111
100.0,9,68.906739
40.0,8,68.916184
100.0,9,68.926695
62.5,3,68.930488
61.666667,4,68.936138
40.0,5,68.942273
20.0,2,68.945166
82.857143,5,68.951449
20.0,5,68.957649
65.0,2,68.960549
60.0,6,68.968046
40.0,8,68.977472
85.0,8,68.987101
84.0,4,68.992376
40.0,4,83.300248
20.0,2,83.3036
20.0,2,83.306436
84.0,4,83.31167
60.0,6,83.318997
