#{"t_start": 1742136023.613734, "env_id": "None"}
r,l,t
0.0,6,20.535021
5.0,1,20.537957
0.0,6,20.547024
5.0,1,20.549915
35.0,3,20.555074
0.0,6,20.564281
35.0,3,20.570537
30.0,2,20.574825
35.0,3,20.580678
0.0,6,20.589495
35.0,3,20.595099
30.0,4,20.602078
0.0,6,20.610343
35.0,3,20.61564
-45.0,15,20.63417
-30.0,12,20.649459
0.0,6,20.657241
-15.0,9,20.668544
30.0,2,20.672379
35.0,3,20.677342
30.0,2,20.681103
5.0,1,20.683881
30.0,2,20.687728
-15.0,9,20.699712
30.0,2,20.703549
0.0,6,20.711407
0.0,6,20.72036
5.0,1,20.723481
35.0,3,20.729119
5.0,1,20.732421
0.0,6,20.740658
35.0,3,20.746124
-15.0,9,20.757969
-30.0,12,20.773793
35.0,3,20.779134
-30.0,12,20.794159
-15.0,9,20.806909
35.0,3,20.812231
0.0,6,20.820789
30.0,2,20.824815
30.0,2,20.829002
30.0,2,20.832933
0.0,6,20.841773
-15.0,9,20.854109
30.0,2,20.858289
30.0,2,20.862304
5.0,1,20.865432
17.0,11,20.879585
5.0,1,20.882381
5.0,1,20.885164
-30.0,12,20.900335
-30.0,12,20.915689
5.0,1,20.918823
35.0,3,20.923821
0.0,6,20.932215
-15.0,9,20.944186
0.0,6,20.952762
30.0,2,20.956547
30.0,2,20.96086
5.0,1,20.964011
-50.0,16,20.984604
-15.0,9,20.996704
35.0,3,21.002041
5.0,1,21.005069
30.0,2,21.009314
0.0,6,21.0176
-30.0,12,21.033268
30.0,4,21.039878
0.0,6,21.04806
-45.0,15,21.065713
35.0,3,21.071459
-60.0,18,21.092799
0.0,6,21.101216
-15.0,9,21.113357
5.0,1,21.116472
5.0,1,21.119578
43.333333,6,21.128083
35.0,3,21.133253
-65.0,19,21.155996
5.0,1,21.158911
30.0,2,21.162907
-15.0,9,21.175468
-15.0,9,21.187921
0.0,6,21.196765
0.0,6,21.205449
43.333333,6,21.213975
5.0,1,21.216996
0.0,6,21.22569
35.0,3,21.231001
-65.0,23,21.258151
-30.0,12,21.273584
-10.0,12,21.288992
35.0,3,21.294161
48.333333,5,21.301732
5.0,1,21.30498
35.0,3,21.309922
0.0,6,21.319029
35.0,3,21.324551
5.0,1,21.327527
0.0,6,21.336907
-15.0,9,21.349564
0.0,6,21.358412
5.0,1,21.361202
-30.0,12,21.375426
-15.0,9,21.388051
-30.0,12,21.402808
35.0,3,21.40847
30.0,2,21.412403
-15.0,9,21.423893
30.0,2,21.427823
0.0,6,21.436728
30.0,2,21.440544
-30.0,12,21.45611
30.0,2,21.460305
30.0,2,21.464178
35.0,3,21.46917
-15.0,9,21.480491
-30.0,12,21.49587
0.0,6,21.504197
35.0,3,21.509254
-5.0,7,21.518799
35.0,3,21.523893
0.0,6,21.533508
0.0,6,21.542754
30.0,2,21.546935
-15.0,9,21.560446
-30.0,12,21.576067
30.0,2,21.580075
30.0,2,21.584652
-15.0,9,21.596511
-15.0,9,21.608468
-30.0,12,21.625088
30.0,2,21.629011
37.5,7,21.639169
0.0,6,21.64846
35.0,3,21.653972
-15.0,9,21.665567
0.0,6,21.67364
30.0,2,21.677678
5.0,1,21.680873
30.0,2,21.684786
5.0,1,21.688045
0.0,6,21.697475
30.0,2,21.701654
0.0,6,21.709932
35.0,3,21.715644
-15.0,9,21.726947
35.0,3,21.732025
0.0,6,21.740918
0.0,6,21.749168
5.0,1,21.751984
30.0,2,21.756079
30.0,2,21.760147
35.0,3,21.765273
0.0,6,36.437134
0.0,6,36.445885
0.0,6,36.45409
0.0,6,36.462726
0.0,6,36.471692
-15.0,9,36.484055
35.0,3,36.490158
35.0,3,36.495869
10.0,8,36.506965
35.0,3,36.512244
30.0,2,36.516465
43.333333,6,36.524848
-30.0,12,36.539616
-60.0,18,36.560954
15.0,7,36.570672
-5.0,11,36.584068
0.0,6,36.59274
30.0,2,36.596683
5.0,9,36.607822
0.0,6,36.616694
-15.0,9,36.629305
-30.0,12,36.645692
5.0,1,36.648827
-20.0,10,36.66189
-15.0,9,36.674646
5.0,1,36.677663
5.0,1,36.680482
30.0,2,36.684826
35.0,3,36.690054
5.0,1,36.692968
-15.0,9,36.704967
30.0,2,36.708932
5.0,1,36.71208
0.0,6,36.721083
30.0,2,36.725246
30.0,2,36.729143
5.0,1,36.73215
-10.0,8,36.744458
-30.0,12,36.759658
35.0,3,36.764848
30.0,4,36.772253
5.0,1,36.77502
5.0,1,36.77783
35.0,3,36.783064
0.0,6,36.791898
0.0,6,36.801272
0.0,6,36.810083
5.0,1,36.813591
30.0,2,36.817559
-60.0,18,36.838665
-5.0,7,36.848862
-15.0,9,36.861369
35.0,3,36.866257
35.0,3,36.871435
0.0,6,36.879978
5.0,1,36.883173
30.0,2,36.88711
35.0,3,36.892033
35.0,3,36.897505
5.0,1,36.900457
-15.0,9,36.913728
35.0,3,36.918881
30.0,2,36.923229
35.0,3,36.928569
5.0,1,36.931376
30.0,2,36.935735
-15.0,9,36.948113
0.0,6,36.956807
-15.0,9,36.969012
0.0,6,36.977792
30.0,2,36.981599
-60.0,18,37.003216
5.0,1,37.00621
5.0,1,37.009249
-45.0,15,37.032618
0.0,6,37.041767
35.0,3,37.047355
35.0,3,37.052954
35.0,3,37.057918
-30.0,12,37.07279
30.0,4,37.079278
5.0,1,37.082091
0.0,6,37.090721
5.0,1,37.094025
30.0,2,37.09791
37.5,7,37.108631
-15.0,9,37.121683
0.0,6,37.131566
0.0,6,37.140968
38.333333,7,37.150437
0.0,6,37.159156
35.0,3,37.164602
30.0,2,37.168915
30.0,2,37.172848
0.0,6,37.181572
5.0,1,37.184441
0.0,6,37.192638
0.0,6,37.201056
30.0,2,37.205138
-15.0,9,37.216849
5.0,1,37.220106
35.0,3,37.225295
-20.0,10,37.238082
30.0,2,37.242072
30.0,2,37.246047
-30.0,12,37.260884
0.0,6,37.269663
35.0,3,37.274828
35.0,3,37.280862
5.0,1,37.283673
0.0,6,37.2922
53.333333,4,37.298745
30.0,4,37.305217
5.0,1,37.308028
-30.0,12,37.323441
0.0,6,37.331939
-20.0,10,37.345599
5.0,1,37.349344
-30.0,12,37.36392
-15.0,9,37.375801
0.0,6,37.384063
35.0,3,37.389517
30.0,2,37.393483
5.0,9,37.405454
0.0,6,37.414339
30.0,2,37.418839
0.0,6,37.427314
0.0,6,37.436869
5.0,1,37.440276
-15.0,9,37.452433
-30.0,12,37.466735
35.0,3,37.471816
-30.0,12,37.48734
5.0,1,37.490167
30.0,2,37.494174
5.0,1,37.497589
35.0,3,37.503165
5.0,1,37.505957
-45.0,15,37.526094
-15.0,9,37.538372
30.0,2,37.542461
5.0,1,37.545286
-15.0,9,37.557868
35.0,3,37.563163
25.0,3,37.568147
35.0,3,37.573613
30.0,2,37.577562
35.0,3,37.582801
35.0,3,37.588482
0.0,6,37.596734
5.0,1,37.599541
5.0,1,37.602813
-60.0,18,37.625079
-5.0,7,37.634739
-15.0,9,37.647551
30.0,4,37.654007
35.0,3,37.659759
-5.0,7,37.669579
30.0,2,37.673682
0.0,6,37.682497
27.5,9,37.694061
35.0,3,37.69975
-15.0,9,37.711729
-30.0,16,37.731529
0.0,6,37.73982
-15.0,9,37.75151
30.0,2,37.755408
-45.0,15,37.774246
0.0,6,37.782368
30.0,2,37.786205
-30.0,12,37.801559
30.0,2,37.805536
30.0,2,37.809702
0.0,6,37.818767
-15.0,9,37.830927
35.0,3,37.836156
5.0,1,37.839053
5.0,1,37.84191
-30.0,12,37.858832
43.333333,6,37.867537
0.0,6,37.876016
5.0,9,37.88817
-30.0,12,37.903696
0.0,6,37.91268
5.0,1,37.916065
35.0,3,37.921807
0.0,6,37.929948
-3.333333,15,37.949246
-15.0,9,37.961481
0.0,6,37.970676
5.0,1,37.973406
5.0,1,37.976446
53.333333,4,37.982834
30.0,2,37.987103
-30.0,12,38.002573
35.0,3,38.008013
5.0,1,38.010888
-30.0,12,38.026644
30.0,2,38.030496
-15.0,9,38.042572
5.0,1,38.045681
30.0,2,38.049521
-15.0,9,38.061835
30.0,2,38.066056
30.0,2,38.070219
5.0,1,38.073276
-10.0,18,38.095022
35.0,3,38.10029
35.0,3,38.10539
35.0,3,38.111293
48.333333,5,38.118715
30.0,2,38.122637
-15.0,9,38.134577
0.0,6,38.143767
30.0,2,38.148087
30.0,2,38.152422
5.0,1,38.155092
-15.0,9,38.167358
-15.0,9,38.179978
15.0,7,38.190125
27.5,9,38.202365
35.0,3,38.207828
35.0,3,38.213706
35.0,3,38.219373
5.0,1,38.222251
5.0,1,38.225021
0.0,6,38.233672
0.0,6,38.242841
30.0,2,38.246748
0.0,6,38.255978
-15.0,9,38.26809
-30.0,12,38.284271
30.0,2,38.288221
0.0,6,38.297152
-15.0,9,38.309915
-75.0,21,38.33456
35.0,3,38.34014
5.0,1,38.342884
-15.0,9,38.355694
-45.0,15,38.374291
30.0,2,38.378279
30.0,4,38.384463
30.0,2,38.388781
5.0,1,38.392479
5.0,1,38.395611
-15.0,9,38.40691
5.0,1,38.409793
35.0,3,38.415213
-60.0,18,38.437327
-15.0,9,38.450838
0.0,6,38.459415
-90.0,24,38.488163
35.0,3,38.493666
30.0,2,38.497441
5.0,1,38.500361
-15.0,9,38.513678
5.0,1,38.51713
30.0,2,38.521233
-20.0,10,38.536247
5.0,1,38.539167
35.0,3,38.544762
-15.0,9,38.556448
0.0,6,38.564985
0.0,6,38.572834
0.0,6,38.581867
27.5,9,38.5941
0.0,6,38.603689
35.0,3,38.609476
-30.0,12,38.624469
35.0,3,38.633014
35.0,3,38.63794
-20.0,10,38.651781
35.0,3,38.657304
35.0,3,38.662336
0.0,6,38.671661
30.0,2,38.67574
0.0,6,38.684423
0.0,6,38.693284
30.0,2,38.697414
-15.0,13,38.713477
-30.0,12,38.73026
35.0,3,38.735606
5.0,1,38.738285
0.0,6,38.746966
35.0,3,38.752368
35.0,3,38.757522
5.0,1,38.760368
25.0,3,38.765581
0.0,6,38.773938
5.0,1,38.776612
-5.0,7,38.785549
6.666667,13,38.802592
5.0,1,38.805447
5.0,1,38.808226
35.0,3,38.813375
30.0,2,38.818052
-30.0,12,38.832789
0.0,6,38.841633
35.0,3,38.846694
0.0,6,38.855617
0.0,6,38.864408
-30.0,12,38.879952
0.0,6,38.888623
-45.0,15,38.907825
-30.0,12,38.92329
30.0,2,38.927187
-45.0,15,38.945169
-30.0,12,38.960501
35.0,3,38.96589
30.0,4,38.972666
43.333333,6,38.981337
-30.0,12,38.997253
30.0,2,39.001415
5.0,1,39.004509
53.333333,4,39.011576
35.0,3,39.017153
35.0,3,39.02236
-60.0,18,39.043997
30.0,2,39.048098
35.0,3,39.053198
-10.0,12,39.068655
30.0,2,39.072858
5.0,1,39.075689
35.0,3,39.080967
5.0,1,39.084116
30.0,2,39.088056
0.0,6,39.096827
-20.0,10,39.109476
-15.0,9,39.120846
35.0,3,39.126166
30.0,2,39.13003
30.0,2,39.133778
35.0,3,39.138988
0.0,6,39.148316
-15.0,9,39.160099
37.5,7,39.170018
5.0,1,39.173407
35.0,3,39.178772
0.0,6,39.186707
35.0,3,39.191901
0.0,6,39.200283
-60.0,18,39.22174
53.333333,4,39.228146
5.0,1,39.231355
0.0,6,39.240569
35.0,3,39.24574
35.0,3,39.250934
-15.0,9,39.264229
5.0,1,39.26704
-15.0,9,39.279541
0.0,6,39.287959
-5.0,7,39.298445
35.0,3,39.304324
0.0,6,39.312558
-15.0,9,39.324666
5.0,1,39.327911
0.0,6,39.337233
30.0,2,39.34142
30.0,2,39.345405
0.0,6,39.353826
30.0,2,39.357688
5.0,1,39.360812
5.0,1,39.363832
35.0,3,39.369033
-15.0,9,39.381551
-15.0,9,39.39434
0.0,6,39.403343
5.0,1,39.406486
30.0,2,39.410523
-30.0,12,39.425834
35.0,3,39.430934
-15.0,9,39.442814
0.0,6,39.451416
35.0,3,39.45632
35.0,3,39.461326
15.0,7,39.471356
-15.0,9,54.377574
5.0,1,54.381419
35.0,3,54.387407
-45.0,15,54.407463
30.0,2,54.411339
5.0,1,54.414662
-15.0,9,54.425837
30.0,2,54.43057
30.0,2,54.434594
35.0,3,54.440047
35.0,3,54.44578
30.0,2,54.450058
-20.0,10,54.462493
0.0,6,54.470743
0.0,6,54.479512
5.0,1,54.482429
35.0,3,54.48811
35.0,3,54.49317
5.0,1,54.496265
5.0,1,54.499515
0.0,6,54.508475
-30.0,12,54.524053
30.0,2,54.527971
30.0,2,54.531688
30.0,2,54.535706
30.0,2,54.539775
-15.0,9,54.55173
35.0,3,54.556969
35.0,3,54.56257
5.0,1,54.566125
35.0,3,54.572389
5.0,1,54.575757
-30.0,12,54.590939
30.0,2,54.595064
0.0,6,54.605166
5.0,1,54.608258
5.0,1,54.611783
-15.0,9,54.624843
-15.0,9,54.637072
30.0,2,54.64106
5.0,1,54.644467
48.333333,5,54.653231
5.0,1,54.656931
35.0,3,54.662262
-55.0,21,54.68945
35.0,3,54.694755
30.0,2,54.698948
5.0,1,54.702099
0.0,6,54.711931
35.0,3,54.717544
-5.0,7,54.72792
-15.0,9,54.739366
0.0,6,54.747841
-5.0,7,54.757796
0.0,6,54.76708
-15.0,9,54.778874
5.0,9,54.791212
25.0,3,54.796337
-15.0,9,54.80849
-15.0,9,54.820776
25.0,5,54.828153
35.0,3,54.833002
0.0,6,54.841815
0.0,6,54.850363
-30.0,12,54.865318
