#{"t_start": 1741757031.719667, "env_id": "None"}
r,l,t
60.0,5,2.082566
40.0,5,2.088981
65.0,2,2.091944
85.0,5,2.09827
60.0,5,2.104382
20.0,2,2.107049
20.0,2,2.109959
40.0,4,2.115014
20.0,2,2.117751
83.75,6,2.125038
61.666667,4,2.130109
20.0,2,2.132843
40.0,5,2.139053
20.0,2,2.142014
20.0,2,2.144924
20.0,2,2.147862
20.0,7,2.156437
60.0,9,2.166964
61.666667,4,2.171986
40.0,8,2.182321
60.0,8,2.192053
20.0,2,2.194857
62.5,3,2.198796
20.0,7,2.207092
20.0,2,2.209908
60.0,5,2.21611
20.0,2,2.218991
20.0,2,2.22182
20.0,2,2.224856
80.0,9,2.235458
20.0,2,2.238308
20.0,2,2.241079
40.0,4,2.246144
62.222222,6,2.253242
20.0,2,2.255976
20.0,2,2.259188
20.0,2,2.262005
20.0,2,2.264921
20.0,7,2.273025
20.0,4,2.277958
20.0,4,2.282958
20.0,4,2.287992
40.0,5,2.294196
20.0,6,2.30503
82.857143,5,2.311757
20.0,2,2.31468
105.714286,6,2.321943
40.0,6,2.329185
20.0,2,2.332013
61.666667,4,2.337672
20.0,4,2.34307
60.0,7,2.351844
20.0,2,2.354876
40.0,5,2.361468
20.0,8,2.372753
65.0,2,2.375692
40.0,6,2.383012
20.0,2,2.385813
20.0,2,2.38854
40.0,5,2.394579
20.0,2,2.397428
20.0,5,2.403512
40.0,5,2.409628
20.0,2,2.412381
40.0,5,2.418414
20.0,2,2.421317
65.0,2,2.424299
65.0,2,2.427131
65.0,2,2.43016
20.0,2,2.433033
20.0,2,2.435949
20.0,2,2.438617
40.0,7,2.44734
20.0,2,2.450176
61.666667,4,2.455228
20.0,2,2.458004
84.0,4,2.463092
20.0,3,2.466796
62.5,3,2.470809
40.0,5,2.476924
20.0,6,2.484033
20.0,2,2.486822
65.714286,6,2.494336
20.0,2,2.497124
105.0,5,2.503394
40.0,8,2.512937
20.0,3,2.516941
20.0,3,2.520665
62.5,3,2.524679
20.0,7,2.532785
125.714286,6,2.539964
60.0,6,2.547159
65.0,8,2.556438
40.0,6,2.563631
40.0,4,2.568614
20.0,2,2.571413
20.0,2,2.574193
20.0,2,2.576961
20.0,2,2.57969
62.5,3,2.58366
20.0,2,2.586497
20.0,2,2.589409
40.0,4,2.594468
62.5,3,2.598514
20.0,4,2.603391
107.0,9,2.613992
20.0,4,2.619012
40.0,5,2.625166
60.0,7,2.633505
20.0,2,2.636569
20.0,4,2.64201
40.0,4,2.647335
40.0,5,2.653695
84.0,4,2.65881
20.0,4,2.663814
40.0,9,2.674379
20.0,2,2.677289
65.0,2,2.680275
61.666667,4,2.685399
100.0,9,2.695988
40.0,5,2.702164
86.666667,3,2.760072
62.222222,6,2.767564
20.0,2,2.770493
40.0,6,2.777715
20.0,4,2.782806
40.0,4,2.787884
20.0,2,17.304675
40.0,4,17.309996
20.0,2,17.312942
20.0,8,17.322263
20.0,2,17.325125
80.0,9,17.33566
20.0,3,17.339417
82.857143,5,17.345512
20.0,2,17.348322
20.0,2,17.351172
86.666667,3,17.355234
20.0,2,17.358048
40.0,6,17.36557
40.0,8,17.375429
40.0,5,17.382063
20.0,4,17.387047
40.0,9,17.397688
40.0,4,17.403162
83.75,6,17.410816
20.0,2,17.41375
84.0,4,17.419017
40.0,6,17.42623
64.0,4,17.431343
80.0,6,17.438702
62.857143,5,17.444677
20.0,5,17.450778
40.0,4,17.455859
61.666667,4,17.460943
40.0,4,17.466162
20.0,2,17.468971
62.857143,5,17.47514
20.0,2,17.478019
60.0,7,17.486341
20.0,2,17.489413
40.0,6,17.496613
20.0,2,17.499776
20.0,2,17.50267
20.0,2,17.505546
60.0,6,17.51294
40.0,5,17.519574
65.0,2,17.522537
20.0,5,17.528681
125.714286,6,17.536299
40.0,5,17.542486
20.0,2,17.545307
40.0,4,17.551789
20.0,4,17.556953
20.0,2,17.55977
100.0,9,17.570577
40.0,5,17.57681
20.0,6,17.584151
20.0,2,17.587
40.0,5,17.593151
20.0,5,17.599076
20.0,2,17.601798
40.0,4,17.606831
106.25,7,17.615169
82.857143,5,17.621239
65.0,2,17.624016
60.0,9,17.634381
20.0,2,17.637253
40.0,6,17.644391
20.0,2,17.647114
20.0,2,17.649943
62.857143,5,17.65592
20.0,5,17.661898
85.714286,6,17.669299
85.0,8,17.678871
105.0,5,17.685074
20.0,2,17.6879
20.0,6,17.695113
20.0,2,17.698006
105.0,5,17.704191
65.0,2,17.707104
20.0,2,17.70996
20.0,6,17.717047
20.0,2,17.719814
82.857143,5,17.725871
20.0,2,17.728582
61.666667,4,17.733639
65.0,2,17.736508
20.0,2,17.739239
20.0,2,17.741965
20.0,4,17.746957
40.0,5,17.753063
40.0,6,17.760553
40.0,7,17.768931
84.0,4,17.774072
20.0,2,17.77686
40.0,4,17.781967
65.0,2,17.78488
40.0,6,17.792098
20.0,2,17.794967
40.0,5,17.801536
84.0,4,17.806719
61.666667,4,17.811909
105.0,5,17.818127
20.0,2,17.82096
20.0,2,17.823796
20.0,2,17.826534
60.0,6,17.833633
65.0,2,17.836541
40.0,5,17.842639
20.0,5,17.848877
62.5,3,17.852766
20.0,6,17.859981
20.0,2,17.862775
105.0,5,17.869073
82.857143,5,17.875327
61.666667,4,17.880503
20.0,4,17.885441
82.857143,5,17.891659
20.0,2,17.894457
20.0,4,17.899577
20.0,6,17.906881
20.0,2,17.90979
103.75,6,17.917288
20.0,2,17.920119
60.0,9,17.930762
20.0,2,17.933588
20.0,5,17.939754
20.0,2,17.942638
40.0,4,17.947619
60.0,8,17.957352
40.0,5,17.963499
40.0,5,17.969493
60.0,5,17.975742
20.0,2,17.978532
20.0,8,17.987965
20.0,6,17.995204
20.0,2,17.997992
60.0,5,18.004118
125.714286,6,18.011947
40.0,5,18.017902
40.0,5,18.023943
20.0,2,18.026654
20.0,4,18.031632
20.0,2,18.034454
60.0,6,18.041578
65.0,2,18.044475
20.0,2,18.047277
40.0,8,18.056548
40.0,4,18.061754
40.0,4,18.06691
20.0,2,18.069685
105.0,8,18.079209
20.0,2,18.081971
20.0,4,18.08702
20.0,2,18.089886
60.0,6,18.09716
40.0,5,18.103321
20.0,2,18.106327
62.857143,5,18.112477
20.0,5,18.118461
20.0,4,18.123512
60.0,6,18.130812
62.5,3,18.134592
82.857143,5,18.140732
40.0,4,18.145791
106.25,7,18.154049
60.0,6,18.161228
20.0,5,18.167127
20.0,2,18.169917
40.0,5,18.175858
20.0,4,18.180674
40.0,5,18.186904
20.0,2,18.189716
40.0,4,18.194816
20.0,9,18.205324
20.0,4,18.210336
20.0,2,18.213189
20.0,4,18.218144
40.0,5,18.224086
40.0,4,18.229123
100.0,8,18.2386
20.0,4,18.243553
20.0,5,18.249612
40.0,6,18.257206
20.0,2,18.259946
20.0,5,18.265969
20.0,7,18.27408
105.0,5,18.280386
40.0,5,18.286437
20.0,2,18.289413
20.0,2,18.292223
20.0,2,18.295096
20.0,2,18.297865
20.0,2,18.300682
65.0,2,18.303484
20.0,2,18.306302
20.0,2,18.308975
60.0,5,18.315163
40.0,4,18.321307
85.454545,9,18.331837
40.0,4,18.336944
40.0,8,18.346206
65.0,2,18.349156
20.0,2,18.35191
61.666667,4,18.356977
20.0,2,18.359797
40.0,4,18.364873
20.0,2,18.367686
20.0,2,18.370502
20.0,2,18.373266
20.0,2,18.376016
20.0,5,18.382074
20.0,4,18.387131
84.0,4,18.392223
62.5,3,18.396186
84.0,4,18.401248
61.666667,4,18.406387
20.0,4,18.4114
60.0,6,18.418894
65.0,2,18.421763
20.0,2,18.424676
62.5,3,18.428638
20.0,9,18.439155
40.0,6,18.446759
20.0,2,18.449631
61.666667,4,18.454712
40.0,4,18.459801
20.0,5,18.465672
84.0,4,18.470751
100.0,8,18.480146
65.0,2,18.483024
20.0,3,18.486964
20.0,2,18.489789
20.0,8,18.499598
20.0,2,18.502427
20.0,2,18.505246
20.0,2,18.508096
62.5,3,18.512193
61.666667,4,18.51731
60.0,5,18.523685
40.0,8,18.533187
20.0,2,18.581893
65.0,2,18.584879
125.454545,9,18.595474
20.0,4,18.600362
40.0,4,18.60537
40.0,5,18.611349
60.0,6,18.618715
60.0,5,18.624869
20.0,4,18.630221
84.0,4,18.63545
85.0,8,33.103151
20.0,2,33.106509
60.0,5,33.113102
40.0,5,33.119494
60.0,6,33.127424
40.0,8,33.136935
40.0,3,33.141132
20.0,2,33.144026
20.0,4,33.149127
65.0,2,33.151989
20.0,9,33.162697
20.0,2,33.165641
65.0,2,33.168554
20.0,2,33.171288
40.0,4,33.176577
82.222222,6,33.184094
40.0,4,33.189527
60.0,7,33.198128
60.0,6,33.205614
107.5,4,33.210992
65.0,2,33.214001
20.0,2,33.216997
20.0,7,33.225175
20.0,2,33.228274
61.666667,4,33.233476
20.0,2,33.236261
20.0,4,33.241305
64.0,4,33.24637
20.0,2,33.2492
20.0,5,33.255143
62.5,3,33.259194
61.666667,4,33.264401
20.0,6,33.271548
20.0,2,33.274375
62.5,3,33.278361
20.0,4,33.283374
84.0,4,33.288559
20.0,2,33.291462
20.0,2,33.294337
20.0,5,33.300418
40.0,6,33.307955
20.0,2,33.31094
20.0,4,33.316186
40.0,5,33.322579
103.75,6,33.330138
20.0,4,33.335301
40.0,5,33.341286
20.0,2,33.344133
20.0,2,33.346815
60.0,9,33.35721
20.0,2,33.359978
104.444444,7,33.368164
20.0,9,33.378615
40.0,5,33.385032
80.0,6,33.392121
40.0,6,33.399262
40.0,6,33.406652
20.0,2,33.409447
20.0,2,33.412303
40.0,5,33.418642
20.0,2,33.421589
40.0,5,33.427799
105.714286,6,33.435271
61.666667,4,33.440682
60.0,8,33.449987
84.0,4,33.455102
62.857143,5,33.461188
40.0,5,33.467191
20.0,6,33.474243
20.0,2,33.477385
20.0,4,33.482702
65.0,2,33.485726
62.5,3,33.48988
85.454545,9,33.50044
85.0,5,33.506469
20.0,9,33.517361
40.0,6,33.524858
40.0,4,33.53012
40.0,5,33.536542
84.0,4,33.541674
84.0,4,33.546814
40.0,4,33.551962
20.0,3,33.555897
20.0,2,33.558605
82.857143,5,33.564729
65.0,2,33.567631
100.0,9,33.578014
20.0,6,33.585202
20.0,2,33.588085
20.0,2,33.590931
65.0,2,33.593715
40.0,5,33.599859
20.0,2,33.602628
20.0,2,33.605489
62.5,3,33.609278
61.666667,4,33.614338
20.0,2,33.617196
65.0,2,33.619951
80.0,9,33.630498
20.0,2,33.633307
40.0,9,33.643819
20.0,2,33.646723
40.0,6,33.654187
84.0,4,33.659493
20.0,2,33.662505
60.0,7,33.670766
40.0,5,33.67682
20.0,2,33.679607
20.0,4,33.68455
40.0,5,33.690985
20.0,6,33.69809
20.0,2,33.700976
20.0,2,33.703827
65.0,2,33.706729
40.0,4,33.711784
20.0,4,33.71686
20.0,2,33.719622
86.666667,3,33.723713
62.5,3,33.72769
60.0,6,33.734926
20.0,5,33.740915
60.0,9,33.751541
20.0,4,33.756577
20.0,2,33.759431
40.0,5,33.76557
20.0,2,33.768438
62.5,3,33.772534
65.0,2,33.775444
40.0,6,33.785421
84.0,4,33.790822
60.0,9,33.801233
20.0,2,33.804091
20.0,2,33.806774
20.0,2,33.809665
20.0,2,33.812441
40.0,6,33.819589
20.0,2,33.822447
65.0,2,33.825245
20.0,2,33.828189
20.0,2,33.831026
62.5,3,33.834998
40.0,5,33.840952
40.0,4,33.846056
20.0,5,33.852113
20.0,2,33.85488
40.0,9,33.865231
20.0,2,33.868118
20.0,2,33.870771
60.0,6,33.877784
20.0,3,33.881715
20.0,2,33.884451
65.0,2,33.887381
20.0,5,33.893391
20.0,7,33.901555
40.0,5,33.907707
65.0,2,33.910635
85.714286,6,33.917781
20.0,2,33.920568
20.0,2,33.923344
40.0,4,33.928641
65.0,2,33.931329
60.0,8,33.940657
65.0,2,33.943561
20.0,2,33.946625
20.0,2,33.949311
20.0,2,33.952262
60.0,5,33.958312
20.0,2,33.960987
40.0,4,33.966111
84.0,4,33.971196
20.0,2,33.973998
20.0,2,33.977507
20.0,2,33.980332
20.0,2,33.983252
64.444444,7,33.991555
65.0,2,33.994582
20.0,6,34.002073
20.0,4,34.007374
20.0,5,34.013633
62.5,3,34.017611
20.0,2,34.020452
20.0,2,34.023235
40.0,9,34.033638
84.0,4,34.038944
40.0,8,34.048853
65.0,2,34.051799
20.0,2,34.054797
20.0,4,34.060016
20.0,2,34.062951
20.0,2,34.065871
40.0,4,34.071087
80.0,9,34.081719
65.0,2,34.084562
82.857143,5,34.090837
20.0,2,34.09363
20.0,2,34.096575
80.0,7,34.105029
61.666667,4,34.110152
85.0,5,34.116138
62.5,3,34.120105
65.0,2,34.122978
20.0,2,34.125868
20.0,2,34.128809
65.0,2,34.131723
65.0,2,34.134393
20.0,2,34.137165
62.5,3,34.141114
40.0,5,34.147167
20.0,2,34.149997
65.0,2,34.152759
20.0,2,34.15561
60.0,6,34.162795
20.0,2,34.166005
20.0,2,34.168885
64.444444,7,34.177092
40.0,7,34.185418
65.0,2,34.188392
20.0,2,34.191289
60.0,8,34.20057
60.0,5,34.206729
20.0,2,34.209599
40.0,5,34.215718
40.0,7,34.223935
60.0,5,34.230115
80.0,6,34.23721
105.0,5,34.243328
20.0,2,34.246146
60.0,7,34.254457
82.222222,6,34.262067
85.0,8,34.272627
20.0,2,34.275397
20.0,2,34.278215
62.5,3,34.282224
20.0,2,34.285085
60.0,5,34.291309
20.0,4,34.297328
65.0,2,34.300313
20.0,2,34.303224
62.857143,5,34.309471
40.0,4,34.314698
82.222222,6,34.343419
20.0,2,34.34646
80.0,8,34.356086
20.0,4,34.361004
20.0,2,34.363796
20.0,2,34.366704
84.0,4,34.37186
20.0,2,34.374723
20.0,6,34.381885
20.0,2,34.38479
20.0,2,34.387644
20.0,5,34.393722
60.0,6,34.400896
84.0,4,34.40601
20.0,4,34.411471
84.0,4,34.416641
40.0,4,34.421672
20.0,2,34.424353
82.857143,5,48.844812
40.0,7,48.853594
40.0,5,48.859806
60.0,7,48.868355
40.0,5,48.874683
20.0,2,48.87757
62.5,3,48.881573
20.0,2,48.884433
40.0,5,48.89057
20.0,2,48.893313
40.0,6,48.900502
20.0,2,48.903359
20.0,2,48.906205
84.0,4,48.91131
40.0,7,48.919513
20.0,2,48.92237
20.0,2,48.925232
40.0,4,48.930323
62.5,3,48.934668
65.0,2,48.937745
60.0,6,48.94495
40.0,6,48.952111
20.0,6,48.959706
20.0,2,48.962647
82.222222,6,48.969976
60.0,6,48.977317
64.0,4,48.98239
20.0,5,48.989338
40.0,5,48.99557
20.0,2,48.998437
20.0,2,49.001222
20.0,2,49.004115
60.0,9,49.014735
40.0,4,49.019853
105.714286,6,49.027117
84.0,4,49.03229
20.0,4,49.037524
166.666667,8,49.047328
60.0,4,49.052523
20.0,6,49.059714
20.0,2,49.062504
65.0,2,49.065311
40.0,5,49.071387
65.0,2,49.074219
65.0,2,49.077223
20.0,2,49.083444
20.0,2,49.086452
20.0,2,49.0893
61.666667,4,49.094404
60.0,8,49.103836
84.0,4,49.109045
20.0,2,49.111893
20.0,2,49.114733
20.0,2,49.118039
84.444444,7,49.12647
60.0,6,49.133704
64.0,4,49.138938
100.0,9,49.149549
40.0,5,49.155585
20.0,2,49.158403
84.0,4,49.163623
61.666667,4,49.168774
80.0,6,49.175954
40.0,5,49.181935
62.5,3,49.185937
84.0,4,49.191173
20.0,2,49.194012
20.0,5,49.200172
40.0,5,49.206345
60.0,6,49.214425
86.666667,3,49.218472
20.0,2,49.221276
60.0,7,49.229614
60.0,6,49.236898
20.0,2,49.239777
20.0,2,49.242692
20.0,2,49.245631
20.0,2,49.248569
65.0,2,49.251411
20.0,2,49.254199
105.0,8,49.263774
20.0,2,49.26665
20.0,5,49.272586
65.0,2,49.275486
61.666667,4,49.280497
84.0,4,49.285633
20.0,6,49.292701
20.0,2,49.295563
60.0,6,49.302672
61.666667,4,49.307901
65.714286,6,49.315118
20.0,2,49.318015
20.0,4,49.323031
62.857143,5,49.329152
20.0,2,49.331936
20.0,2,49.334685
60.0,6,49.341995
40.0,4,49.347239
20.0,2,49.35007
40.0,5,49.356154
20.0,2,49.359049
20.0,6,49.366544
65.0,2,49.36955
65.0,2,49.372465
20.0,4,49.377489
65.0,2,49.38037
20.0,4,49.385384
20.0,4,49.390417
40.0,8,49.399705
65.0,2,49.4027
62.857143,5,49.40881
20.0,2,49.411585
105.714286,6,49.419048
40.0,4,49.42415
20.0,2,49.427008
61.666667,4,49.432115
60.0,7,49.440381
20.0,5,49.446525
65.0,2,49.449294
20.0,2,49.452165
80.0,9,49.462709
65.714286,6,49.469919
20.0,2,49.472782
40.0,4,49.477802
40.0,5,49.4839
62.5,3,49.487927
40.0,6,49.495271
84.0,4,49.500343
40.0,6,49.5078
65.0,2,49.510672
20.0,2,49.513536
65.0,2,49.516461
86.666667,8,49.525916
65.0,2,49.528998
20.0,2,49.531911
60.0,6,49.539133
20.0,2,49.542048
20.0,2,49.544926
20.0,6,49.552131
40.0,5,49.558122
60.0,8,49.56768
65.0,2,49.570655
20.0,2,49.573474
40.0,5,49.579498
20.0,2,49.582324
84.0,4,49.587435
60.0,8,49.596797
61.666667,4,49.60187
20.0,2,49.604744
60.0,4,49.610094
84.0,4,49.615213
40.0,5,49.62139
40.0,9,49.631851
65.0,2,49.634766
62.5,3,49.638746
60.0,9,49.649236
20.0,2,49.652115
20.0,4,49.657275
40.0,5,49.6632
80.0,9,49.673682
20.0,2,49.676543
82.857143,5,49.682584
65.0,2,49.685378
20.0,2,49.688193
60.0,6,49.695353
65.0,2,49.69829
65.0,2,49.7012
40.0,6,49.708334
61.666667,4,49.713452
62.5,3,49.717464
20.0,5,49.723403
20.0,4,49.728458
40.0,4,49.73353
40.0,6,49.740672
20.0,2,49.7436
20.0,2,49.746335
20.0,5,49.752237
60.0,5,49.758358
20.0,9,49.768905
20.0,2,49.771611
20.0,2,49.774491
20.0,2,49.777273
20.0,4,49.782226
40.0,5,49.788273
60.0,5,49.794389
65.0,2,49.797212
40.0,6,49.804448
65.0,2,49.807458
40.0,4,49.812546
20.0,2,49.8154
40.0,6,49.82256
20.0,4,49.827482
40.0,8,49.836829
20.0,2,49.839916
84.0,4,49.844975
61.666667,4,49.850176
40.0,6,49.857965
40.0,4,49.863241
20.0,2,49.865921
20.0,2,49.868749
40.0,6,49.876235
20.0,2,49.879169
20.0,2,49.882015
40.0,9,49.892466
20.0,7,49.900675
20.0,2,49.903587
40.0,5,49.909761
60.0,6,49.916909
85.714286,6,49.924132
20.0,2,49.927028
20.0,2,49.929731
80.0,6,49.937094
20.0,5,49.943231
107.5,4,49.948357
40.0,5,49.954509
20.0,4,49.959426
65.0,2,49.962358
20.0,2,49.965201
40.0,5,49.971522
40.0,7,49.979807
20.0,2,49.982573
62.5,3,49.986626
40.0,4,49.991618
65.0,2,49.994482
40.0,5,50.000564
40.0,5,50.006793
85.0,8,50.01614
20.0,4,50.021188
62.5,3,50.067382
85.0,5,50.073579
40.0,5,50.079701
40.0,8,50.089485
124.444444,7,50.097836
40.0,5,50.103937
40.0,4,50.109294
61.666667,4,50.114477
20.0,2,50.117343
20.0,2,50.120076
20.0,4,50.125253
20.0,2,50.128253
84.0,4,50.133464
20.0,2,50.136339
65.0,2,50.139276
40.0,4,50.144319
40.0,4,50.149467
20.0,2,50.152257
84.0,4,50.157351
84.0,4,50.162446
40.0,5,50.168598
40.0,4,50.17373
40.0,6,50.181166
84.0,4,50.186457
20.0,2,64.470693
40.0,5,64.477447
20.0,2,64.48045
60.0,8,64.489985
40.0,5,64.496333
60.0,6,64.503597
86.666667,3,64.507453
40.0,4,64.512501
20.0,2,64.515395
60.0,7,64.524279
84.0,4,64.529643
20.0,2,64.532617
60.0,5,64.538971
80.0,7,64.547693
61.666667,4,64.552798
40.0,4,64.557779
65.0,2,64.560908
60.0,5,64.567427
65.0,2,64.570456
20.0,2,64.573244
20.0,2,64.576117
61.666667,4,64.581301
20.0,2,64.584048
20.0,4,64.589142
40.0,5,64.595155
82.857143,5,64.601364
128.75,8,64.610985
82.857143,5,64.617178
60.0,8,64.626758
20.0,2,64.629477
40.0,8,64.638808
82.222222,6,64.646264
40.0,5,64.652269
40.0,5,64.658469
60.0,6,64.665871
20.0,2,64.668762
61.666667,4,64.673927
20.0,2,64.676861
20.0,2,64.679745
84.0,4,64.68485
82.857143,5,64.691025
20.0,2,64.693896
20.0,2,64.696879
62.5,3,64.700956
80.0,7,64.709471
20.0,2,64.712347
40.0,7,64.720552
40.0,5,64.72667
61.666667,4,64.731886
62.857143,5,64.738042
20.0,2,64.740815
62.5,3,64.744834
60.0,5,64.751231
20.0,2,64.754107
65.0,2,64.757114
40.0,6,64.764306
20.0,5,64.770336
20.0,3,64.774329
105.714286,6,64.781455
65.0,2,64.784313
80.0,7,64.792909
20.0,7,64.801295
40.0,5,64.807661
61.666667,4,64.812881
60.0,8,64.822364
20.0,2,64.825195
107.5,4,64.830707
20.0,2,64.83373
40.0,6,64.841052
40.0,6,64.848071
65.0,2,64.85094
60.0,6,64.858107
20.0,4,64.863139
40.0,5,64.869232
64.0,4,64.874326
40.0,5,64.880566
60.0,7,64.88908
20.0,2,64.89227
80.0,9,64.902763
60.0,5,64.908929
20.0,2,64.911728
60.0,9,64.922369
20.0,4,64.927663
84.0,4,64.933043
65.0,2,64.936076
83.75,6,64.943566
40.0,5,64.949904
60.0,6,64.957421
60.0,6,64.96473
40.0,4,64.969852
20.0,2,64.972645
105.0,5,64.978798
40.0,5,64.984745
40.0,5,64.990866
20.0,4,64.99573
62.857143,5,65.001887
65.0,2,65.004834
20.0,4,65.009822
65.0,2,65.0126
20.0,2,65.015517
61.666667,4,65.020586
60.0,6,65.027834
60.0,5,65.03406
20.0,4,65.039304
40.0,8,65.048675
60.0,5,65.054763
20.0,6,65.062127
20.0,2,65.064992
40.0,4,65.07003
20.0,2,65.07279
20.0,2,65.075555
60.0,5,65.081671
20.0,2,65.084471
40.0,5,65.090778
20.0,2,65.093759
85.0,5,65.100044
65.0,2,65.102979
20.0,4,65.108044
65.0,2,65.110826
20.0,4,65.115778
82.222222,6,65.123044
60.0,6,65.130195
20.0,2,65.133005
20.0,2,65.136072
65.0,2,65.139278
20.0,2,65.142348
82.222222,6,65.149735
20.0,7,65.158128
20.0,2,65.160952
20.0,2,65.163799
20.0,2,65.166637
80.0,7,65.175152
20.0,2,65.178065
84.0,4,65.183334
20.0,4,65.18831
40.0,4,65.193296
80.0,9,65.204074
40.0,5,65.210317
40.0,8,65.219852
20.0,2,65.22276
60.0,5,65.229035
40.0,5,65.235182
20.0,2,65.238016
20.0,4,65.243177
40.0,5,65.24946
20.0,6,65.256554
60.0,6,65.263621
20.0,8,65.272833
65.0,2,65.275746
20.0,2,65.278402
62.5,3,65.282378
40.0,7,65.290588
61.666667,4,65.295774
40.0,5,65.301813
65.0,2,65.30467
62.857143,5,65.310582
61.666667,4,65.315714
40.0,5,65.321797
20.0,6,65.328953
80.0,6,65.336082
120.0,9,65.346773
105.714286,6,65.354481
65.0,2,65.35736
60.0,9,65.367935
60.0,5,65.373992
20.0,2,65.376951
20.0,2,65.379707
20.0,2,65.382644
60.0,8,65.392342
40.0,5,65.398416
20.0,2,65.401368
20.0,2,65.404302
20.0,4,65.409517
82.857143,5,65.415884
60.0,6,65.423096
60.0,5,65.429319
65.0,2,65.432178
60.0,6,65.439636
80.0,6,65.446848
82.857143,5,65.453143
40.0,8,65.462384
40.0,5,65.468855
20.0,2,65.471709
40.0,4,65.476849
60.0,5,65.4831
40.0,6,65.491115
61.666667,4,65.496297
20.0,6,65.503392
20.0,8,65.512667
20.0,2,65.515407
40.0,4,65.520493
20.0,2,65.52333
20.0,2,65.526168
40.0,5,65.5322
40.0,5,65.538333
20.0,4,65.543344
40.0,8,65.552632
80.0,6,65.560054
60.0,6,65.56752
20.0,2,65.570514
84.0,4,65.57561
40.0,5,65.581837
85.0,8,65.591559
61.666667,4,65.596613
80.0,7,65.605203
40.0,4,65.640132
82.857143,5,65.646566
60.0,5,65.652713
60.0,9,65.663487
85.454545,9,65.673992
20.0,2,65.676989
20.0,2,65.679752
40.0,6,65.687173
62.5,3,65.691241
62.5,3,65.695297
20.0,2,65.698141
40.0,5,65.70412
60.0,5,65.710422
124.444444,7,65.718996
62.222222,6,65.726405
80.0,6,65.733631
62.5,3,65.737597
61.666667,4,65.742648
65.0,2,65.745517
20.0,2,65.748364
20.0,2,65.751137
20.0,2,65.7539
20.0,7,65.76215
20.0,8,65.77154
65.0,2,65.774468
100.0,9,65.785005
65.454545,9,80.066623
20.0,5,80.07315
65.0,2,80.07599
20.0,2,80.078823
20.0,2,80.081587
80.0,6,80.08894
20.0,5,80.095309
60.0,7,80.103739
40.0,4,80.109133
65.0,2,80.112144
40.0,5,80.118292
65.0,2,80.121142
85.0,5,80.127306
60.0,7,80.135742
82.857143,5,80.142046
62.5,3,80.14646
84.0,4,80.151723
65.0,2,80.154561
40.0,4,80.159796
84.0,4,80.165018
20.0,2,80.168112
65.0,2,80.170969
20.0,2,80.173711
40.0,5,80.179915
